"binomial","sub_tsn","acc_tsn","syn_author","syn_name","syn_tsn","acc_name","acc_author","match","multiple_matches","pattern_match","uri","ids","class"
"Pacifastacus leniusculus","97326","97326","(Stimpson, 1857)","Pacifastacus trowbridgi","97327","Pacifastacus leniusculus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97326",NA,NA
"Pacifastacus leniusculus","97326","97326","(Dana, 1852)","Pacifastacus leniusculus leniusculus","650412","Pacifastacus leniusculus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97326",NA,NA
"Pacifastacus leniusculus","97326","97326","(Stimpson, 1857)","Pacifastacus leniusculus klamathensis","650413","Pacifastacus leniusculus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97326",NA,NA
"Pacifastacus leniusculus","97326","97326","(Stimpson, 1857)","Pacifastacus leniusculus trowbridgii","650444","Pacifastacus leniusculus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97326",NA,NA
"Pacifastacus leniusculus","97326","97326","Randall, 1840","Astacus oreganus","1133577","Pacifastacus leniusculus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97326",NA,NA
"Pacifastacus leniusculus","97326","97326","Dana, 1852","Astacus leniusculus","1133578","Pacifastacus leniusculus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97326",NA,NA
"Pacifastacus leniusculus","97326","97326","Stimpson, 1857","Astacus klamathensis","1133579","Pacifastacus leniusculus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97326",NA,NA
"Pacifastacus leniusculus","97326","97326","Stimpson, 1857","Astacus trowbridgii","1133580","Pacifastacus leniusculus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=97326",NA,NA
"Gasterosteus aculeatus","166365","166365","Cuvier in Cuvier and Valenciennes, 1829","Gasterosteus argyropomus","166366","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Mitchill, 1815","Gasterosteus biaculeatus","166367","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Walbaum, 1792","Gasterosteus bispinosus","166368","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Cuvier in Cuvier and Valenciennes, 1829","Gasterosteus brachycentrus","166369","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","(Pallas, 1814)","Gasterosteus cataphractus","166370","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Girard in Storer, 1850","Gasterosteus cuvieri","166371","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Cuvier, 1829","Gasterosteus gymnurus","166372","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Cuvier in Cuvier and Valenciennes, 1829","Gasterosteus leiurus","166373","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Cuvier, 1829","Gasterosteus niger","166374","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Cuvier in Cuvier and Valenciennes, 1829","Gasterosteus noveboracensis","166375","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Cuvier in Cuvier and Valenciennes, 1829","Gasterosteus obolarius","166376","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Nordmann, 1840","Gasterosteus ponticus","166377","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Cuvier in Cuvier and Valenciennes, 1829","Gasterosteus semiarmatus","166378","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Cuvier in Cuvier and Valenciennes, 1829","Gasterosteus semiloricatus","166379","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Yarrell, 1835","Gasterosteus spinulosus","166380","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Lacepède, 1801","Gasterosteus teraculeatus","166381","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Cuvier in Cuvier and Valenciennes, 1829","Gasterosteus tetracanthus","166382","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Cuvier in Cuvier and Valenciennes, 1829","Gasterosteus trachurus","166383","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","(Linnaeus, 1758)","Leiurus aculeatus","166384","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Linnaeus, 1758","Gasterosteus aculeatus aculeatus","201978","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Girard, 1854","Gasterosteus aculeatus williamsoni","201979","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Sauvage, 1874","Gasterosteus islandicus","644940","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Girard, 1854","Gasterosteus aculeatus microcephalus","913959","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Regan, 1909","Gasterosteus aculeatus santaeannae","913980","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Gasterosteus aculeatus","166365","166365","Regan, 1909","Gasterosteus aculeatus santaannae","913981","Gasterosteus aculeatus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365",NA,NA
"Oncorhynchus clarkii","161983","161983","Richardson, 1836","Salmo clarkii","161984","Oncorhynchus clarkii",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161983",NA,NA
"Oncorhynchus clarkii","161983","161983","(Richardson, 1836)","Oncorhynchus clarki","914072","Oncorhynchus clarkii",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161983",NA,NA
"Gila bicolor_mohavensis","201919","914012","(Snyder, 1918)","Gila mohavensis","163559","Siphateles bicolor mohavensis","Snyder, 1918","found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=201919",NA,NA
"Gila bicolor_mohavensis","201919","914012","(Snyder, 1918)","Gila bicolor mohavensis","201919","Siphateles bicolor mohavensis","Snyder, 1918","found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=201919",NA,NA
"Cottus cognatus","167232","167232","Heckel, 1837","Cottus gracilis","167256","Cottus cognatus",NA,"found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=167232",NA,NA
"Cottus cognatus","167232","167232","Berg, 1932","Cottus kaganowskii","167258","Cottus cognatus",NA,"found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=167232",NA,NA
"Cottus cognatus","167232","167232","Girard, 1850","Cottus meridionalis","167259","Cottus cognatus",NA,"found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=167232",NA,NA
"Plethodon glutinosus","173650","173650","(Green, 1818)","Plethodon glutinosus glutinosus","173651","Plethodon glutinosus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173650",NA,NA
"Plethodon glutinosus","173650","173650","Green, 1818","Salamandra glutinosa","1100131","Plethodon glutinosus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173650",NA,NA
"Plethodon glutinosus","173650","173650","(Green, 1818)","Cylindrosoma glutinosum","1100132","Plethodon glutinosus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173650",NA,NA
"Plethodon glutinosus","173650","173650","Duméril, Bibron and Duméril, 1854","Cylindrosoma albopunctata","1100133","Plethodon glutinosus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173650",NA,NA
"Plethodon glutinosus","173650","173650","Duméril, Bibron and Duméril, 1854","Plethodon variolosum","1100134","Plethodon glutinosus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173650",NA,NA
"Plethodon glutinosus","173650","173650","Duméril, Bibron and Duméril, 1854","Salamandra elongata","1100135","Plethodon glutinosus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173650",NA,NA
"Plethodon glutinosus","173650","173650","Wied-Neuwied, 1865","Salamandra melanoleuca","1100136","Plethodon glutinosus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173650",NA,NA
"Plethodon glutinosus","173650","173650","(Wied-Neuwied, 1865)","Amblystoma melanoleuca","1100137","Plethodon glutinosus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173650",NA,NA
"Rana virgatipes","173437","775123","Cope, 1891","Rana virgatipes","173437","Lithobates virgatipes","(Cope, 1891)","found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173437",NA,NA
"Ambystoma macrodactylum","173601","173601","Russell and Anderson, 1956","Ambystoma macrodactylum croceum","195693","Ambystoma macrodactylum",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173601",NA,NA
"Ambystoma macrodactylum","173601","173601","Baird, 1850","Ambystoma macrodactylum macrodactylum","202088","Ambystoma macrodactylum",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173601",NA,NA
"Ambystoma macrodactylum","173601","173601","Ferguson, 1961","Ambystoma macrodactylum columbianum","208198","Ambystoma macrodactylum",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173601",NA,NA
"Ambystoma macrodactylum","173601","173601","Peters, 1882","Ambystoma macrodactylum krausei","208199","Ambystoma macrodactylum",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173601",NA,NA
"Ambystoma macrodactylum","173601","173601","Peters, 1882","Amblystoma krausei","208200","Ambystoma macrodactylum",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173601",NA,NA
"Ambystoma macrodactylum","173601","173601","Ferguson, 1961","Ambystoma macrodactylum sigillatum","208201","Ambystoma macrodactylum",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173601",NA,NA
"Ambystoma macrodactylum","173601","173601","Baird, 1850","Ambystoma macrodactyla","1101955","Ambystoma macrodactylum",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173601",NA,NA
"Ambystoma macrodactylum","173601","173601","Cope, 1883","Amblystoma epixanthum","1101956","Ambystoma macrodactylum",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173601",NA,NA
"Ambystoma macrodactylum","173601","173601","Ruthven, 1912","Ambystoma stejnegeri","1101957","Ambystoma macrodactylum",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173601",NA,NA
"Ambystoma macrodactylum","173601","173601","Russell and Anderson, 1956","Ambystoma croceum","1101958","Ambystoma macrodactylum",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173601",NA,NA
"Litoria gracilenta","662902","1099195","(Peters, 1869)","Litoria gracilenta","662902","Ranoidea gracilenta","(Peters, 1869)","found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662902",NA,NA
"Litoria gracilenta","662902","1099195","Peters, 1869","Hyla gracilenta","1099196","Ranoidea gracilenta","(Peters, 1869)","found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662902",NA,NA
"Litoria gracilenta","662902","1099195","Peters, 1873","Pelodryas granulata","1099197","Ranoidea gracilenta","(Peters, 1869)","found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662902",NA,NA
"Litoria gracilenta","662902","1099195","Günther, 1876","Hyla fordii","1099198","Ranoidea gracilenta","(Peters, 1869)","found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662902",NA,NA
"Litoria gracilenta","662902","1099195","Ogilby, 1907","Hyla luteiventris","1099199","Ranoidea gracilenta","(Peters, 1869)","found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662902",NA,NA
"Litoria gracilenta","662902","1099195","(Peters, 1869)","Dryomantis gracilenta","1099200","Ranoidea gracilenta","(Peters, 1869)","found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662902",NA,NA
"Litoria gracilenta","662902","1099195","(Peters, 1869)","Dryopsophus gracilentus","1099201","Ranoidea gracilenta","(Peters, 1869)","found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662902",NA,NA
"Linepithema humile","575041","575041","(Mayr, 1868)","Iridomyrmex humilis","154216","Linepithema humile",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=575041",NA,NA
"Gemma gemma","81511","81511","Lea, 1842","Gemma purpurea","81512","Gemma gemma",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=81511",NA,NA
"Desmognathus fuscus","173633","173633","(Green, 1818)","Desmognathus fuscus fuscus","173634","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","(Matthes, 1855)","Desmognathus phoca","208259","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","Rafinesque, 1820","Triturus fuscus","776581","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","Matthes, 1855","Salamandra phoca","776582","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","Rafinesque, 1820","Triturus nebulosus","1099669","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","Harlan, 1825","Salamandra picta","1099670","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","Green, 1825","Salamandra intermixta","1099671","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","Gray, 1831","Salamandra frontalis","1099672","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","(Gray, 1831)","Ambystoma frontale","1099673","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","(Rafinesque, 1820)","Plethodon fuscum","1099674","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","Duméril, Bibron and Duméril, 1854","Molge brunnea","1099675","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","Duméril, Bibron and Duméril, 1854","Molge arenatus","1099676","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","(Rafinesque, 1820)","Desmognathus fusca","1099677","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Desmognathus fuscus","173633","173633","(Rafinesque, 1820)","Spelerpes fuscus","1099678","Desmognathus fuscus",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173633",NA,NA
"Eurycea bislineata","173685","173685","(Green, 1818)","Eurycea bislineata bislineata","173686","Eurycea bislineata",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173685",NA,NA
"Eurycea bislineata","173685","173685","Green, 1818","Salamandra bislineata","208305","Eurycea bislineata",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173685",NA,NA
"Eurycea bislineata","173685","173685","Mittleman, 1949","Eurycea bislineata rivicola","208307","Eurycea bislineata",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173685",NA,NA
"Eurycea bislineata","173685","173685","Baird in Cope, 1889","Spelerpes bilineatus borealis","776877","Eurycea bislineata",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173685",NA,NA
"Eurycea bislineata","173685","173685","Trapido and Clausen, 1938","Eurycea bislineata major","776878","Eurycea bislineata",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173685",NA,NA
"Eurycea bislineata","173685","173685","Harlan, 1826","Salamandra flavissima","1102076","Eurycea bislineata",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173685",NA,NA
"Eurycea bislineata","173685","173685","Holbrook, 1840","Salamandra haldemani","1102077","Eurycea bislineata",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173685",NA,NA
"Eurycea bislineata","173685","173685","(Holbrook, 1840)","Spelerpes haldemani","1102078","Eurycea bislineata",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173685",NA,NA
"Eurycea bislineata","173685","173685","(Holbrook, 1840)","Desmognathus haldemani","1102079","Eurycea bislineata",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173685",NA,NA
"Eurycea bislineata","173685","173685","(Green, 1818)","Spelerpes bislineatus","1102080","Eurycea bislineata",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173685",NA,NA
"Eurycea bislineata","173685","173685","(Holbrook, 1840)","Ambystoma haldemani","1106813","Eurycea bislineata",NA,"found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173685",NA,NA
"Hyla labialis","662535","1095327","Peters, 1863","Hyla labialis","662535","Dendropsophus molitor","(Schmidt, 1857)","found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662535",NA,NA
"Hyla labialis","662535","1095327","Schmidt, 1857","Hyla molitor","662571","Dendropsophus molitor","(Schmidt, 1857)","found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662535",NA,NA
"Hyla labialis","662535","1095327","(Peters, 1863)","Dendropsophus labialis","774306","Dendropsophus molitor","(Schmidt, 1857)","found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662535",NA,NA
"Hyla labialis","662535","1095327","Werner, 1899","Hyla creolica","1095328","Dendropsophus molitor","(Schmidt, 1857)","found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662535",NA,NA
"Hyla labialis","662535","1095327","Werner, 1899","Hyla servalina","1095329","Dendropsophus molitor","(Schmidt, 1857)","found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662535",NA,NA
"Hyla labialis","662535","1095327","Cope, 1899","Hyla vilsoniana","1095330","Dendropsophus molitor","(Schmidt, 1857)","found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662535",NA,NA
"Hyla labialis","662535","1095327","Cope, 1899","Hyla wilsoniana","1095331","Dendropsophus molitor","(Schmidt, 1857)","found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662535",NA,NA
"Hyla labialis","662535","1095327","Werner, 1916","Hyla gularis","1095332","Dendropsophus molitor","(Schmidt, 1857)","found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662535",NA,NA
"Hyla labialis","662535","1095327","Schmidt, 1857","Hyla molitor marmorata","1105340","Dendropsophus molitor","(Schmidt, 1857)","found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662535",NA,NA
"Hyla labialis","662535","1095327","Hellmich, 1940","Hyla vilsoniana krausi","1105341","Dendropsophus molitor","(Schmidt, 1857)","found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662535",NA,NA
"Hyla labialis","662535","1095327","Peters, 1863","Hyla labialis labialis","1105342","Dendropsophus molitor","(Schmidt, 1857)","found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662535",NA,NA
"Hyla labialis","662535","1095327","Hellmich, 1940","Hyla labialis krausi","1105343","Dendropsophus molitor","(Schmidt, 1857)","found",TRUE,TRUE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=662535",NA,NA
"Lithobates sylvaticus","775117","775117","LeConte, 1825","Rana sylvatica","173440","Lithobates sylvaticus",NA,"found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=775117",NA,NA
"Lithobates sylvaticus","775117","775117","LeConte, 1825","Rana sylvatica sylvatica","207003","Lithobates sylvaticus",NA,"found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=775117",NA,NA
"Lithobates sylvaticus","775117","775117","Baird, 1854","Rana sylvatica cantabrigensis","207004","Lithobates sylvaticus",NA,"found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=775117",NA,NA
"Lithobates sylvaticus","775117","775117","Porter, 1969","Rana maslini","207020","Lithobates sylvaticus",NA,"found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=775117",NA,NA
"Lithobates sylvaticus","775117","775117","Baird, 1854","Rana cantabrigensis","776465","Lithobates sylvaticus",NA,"found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=775117",NA,NA
"Lithobates sylvaticus","775117","775117","Cope, 1886","Rana cantabridgensis latiremis","776841","Lithobates sylvaticus",NA,"found",FALSE,FALSE,"https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=775117",NA,NA
