genus_species,population_id,acclim_temp,latitude,longitude,genus,species,location_description,realm_general3,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,ref,life_stage,phylum,class,order,family,realm_specific,realm_general,notes,extractor,original_compilation,n_cat,record_number,record,family1,family2,genus2,species2,family3,genus3,species3,n_comment,raw_ctm2,acclim,acclim_time_life_120,log_acclim_time,safety,photoperiod,ep1,ep2,elevation,log_elevation,geog_cat,abs_lat,log_abs_lat,source,comments,year,citation,range,log_range,introduced,elev_min,elev_max,svl,log_svl,tmxslope,bioclim5,iucn_2014,iucn_2104risk,sampling_habitat,acclimation,rate_acclimation_c_day,methodology,length_experiment_min,body_length_mm,weight_g,phylogeny,reference,realm_general2,acclim_time_original,acclim_time_units
Gila intermedia,Gila intermedia_34.048927,30,34.048927,-111.093735,Gila,intermedia,Arizona_Argentina?,Aquatic,14,38.7,tmax,0.4,CI,12,critical,flaring_opercula,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Gila intermedia,Gila intermedia_34.048927,30,34.048927,-111.093735,Gila,intermedia,Arizona_Argentina?,Aquatic,14,39,tmax,0.3,CI,12,lethal,death,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Gila robusta,Gila robusta_34.048927,25,34.048927,-111.093735,Gila,robusta,Arizona_Argentina?,Aquatic,14,36.6,tmax,0.1,CI,12,critical,initial_loss_equilibium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Gila robusta,Gila robusta_34.048927,25,34.048927,-111.093735,Gila,robusta,Arizona_Argentina?,Aquatic,14,36.6,tmax,0.1,CI,12,critical,final_loss_equilibrium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Gila robusta,Gila robusta_34.048927,25,34.048927,-111.093735,Gila,robusta,Arizona_Argentina?,Aquatic,14,37.5,tmax,0.3,CI,12,critical,flaring_opercula,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Gila robusta,Gila robusta_34.048927,25,34.048927,-111.093735,Gila,robusta,Arizona_Argentina?,Aquatic,14,38,tmax,0.3,CI,12,lethal,death,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Meda fulgida,Meda fulgida_34.048927,25,34.048927,-111.093735,Meda,fulgida,Arizona_Argentina?,Aquatic,14,34.7,tmax,0.5,CI,12,critical,initial_loss_equilibium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Meda fulgida,Meda fulgida_34.048927,25,34.048927,-111.093735,Meda,fulgida,Arizona_Argentina?,Aquatic,14,34.7,tmax,0.5,CI,12,critical,final_loss_equilibrium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Meda fulgida,Meda fulgida_34.048927,25,34.048927,-111.093735,Meda,fulgida,Arizona_Argentina?,Aquatic,14,37,tmax,0.3,CI,12,critical,flaring_opercula,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Meda fulgida,Meda fulgida_34.048927,25,34.048927,-111.093735,Meda,fulgida,Arizona_Argentina?,Aquatic,14,37,tmax,0.4,CI,12,lethal,death,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Meda fulgida,Meda fulgida_34.048927,30,34.048927,-111.093735,Meda,fulgida,Arizona_Argentina?,Aquatic,14,36.9,tmax,0.7,CI,12,critical,initial_loss_equilibium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Meda fulgida,Meda fulgida_34.048927,30,34.048927,-111.093735,Meda,fulgida,Arizona_Argentina?,Aquatic,14,38.2,tmax,0.5,CI,12,critical,final_loss_equilibrium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Meda fulgida,Meda fulgida_34.048927,30,34.048927,-111.093735,Meda,fulgida,Arizona_Argentina?,Aquatic,14,38.8,tmax,0.4,CI,12,critical,flaring_opercula,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Meda fulgida,Meda fulgida_34.048927,30,34.048927,-111.093735,Meda,fulgida,Arizona_Argentina?,Aquatic,14,39.1,tmax,0.3,CI,12,lethal,death,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Rhinichthys cobitis,Rhinichthys cobitis_34.048927,25,34.048927,-111.093735,Rhinichthys,cobitis,Arizona_Argentina?,Aquatic,14,35.3,tmax,0.2,CI,12,critical,initial_loss_equilibium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Rhinichthys cobitis,Rhinichthys cobitis_34.048927,25,34.048927,-111.093735,Rhinichthys,cobitis,Arizona_Argentina?,Aquatic,14,35.3,tmax,0.2,CI,12,critical,final_loss_equilibrium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Rhinichthys cobitis,Rhinichthys cobitis_34.048927,25,34.048927,-111.093735,Rhinichthys,cobitis,Arizona_Argentina?,Aquatic,14,36.4,tmax,0.1,CI,12,critical,flaring_opercula,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Rhinichthys cobitis,Rhinichthys cobitis_34.048927,25,34.048927,-111.093735,Rhinichthys,cobitis,Arizona_Argentina?,Aquatic,14,36.5,tmax,0.1,CI,12,lethal,death,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Rhinichthys cobitis,Rhinichthys cobitis_34.048927,30,34.048927,-111.093735,Rhinichthys,cobitis,Arizona_Argentina?,Aquatic,14,36.1,tmax,0.3,CI,12,critical,initial_loss_equilibium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Rhinichthys cobitis,Rhinichthys cobitis_34.048927,30,34.048927,-111.093735,Rhinichthys,cobitis,Arizona_Argentina?,Aquatic,14,36.4,tmax,0.3,CI,12,critical,final_loss_equilibrium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Rhinichthys cobitis,Rhinichthys cobitis_34.048927,30,34.048927,-111.093735,Rhinichthys,cobitis,Arizona_Argentina?,Aquatic,14,36.5,tmax,0.4,CI,12,critical,flaring_opercula,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Rhinichthys cobitis,Rhinichthys cobitis_34.048927,30,34.048927,-111.093735,Rhinichthys,cobitis,Arizona_Argentina?,Aquatic,14,36.8,tmax,0.5,CI,12,lethal,death,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Cyprinidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Xyrauchen texanus,Xyrauchen texanus_34.048927,25,34.048927,-111.093735,Xyrauchen,texanus,Arizona_Argentina?,Aquatic,14,36.7,tmax,0.2,CI,12,critical,initial_loss_equilibium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Catostomidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Xyrauchen texanus,Xyrauchen texanus_34.048927,25,34.048927,-111.093735,Xyrauchen,texanus,Arizona_Argentina?,Aquatic,14,36.7,tmax,0.2,CI,12,critical,final_loss_equilibrium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Catostomidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Xyrauchen texanus,Xyrauchen texanus_34.048927,25,34.048927,-111.093735,Xyrauchen,texanus,Arizona_Argentina?,Aquatic,14,38.5,tmax,0.1,CI,12,critical,flaring_opercula,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Catostomidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Xyrauchen texanus,Xyrauchen texanus_34.048927,25,34.048927,-111.093735,Xyrauchen,texanus,Arizona_Argentina?,Aquatic,14,39.1,tmax,0.2,CI,12,lethal,death,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Catostomidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Xyrauchen texanus,Xyrauchen texanus_34.048927,30,34.048927,-111.093735,Xyrauchen,texanus,Arizona_Argentina?,Aquatic,14,39.1,tmax,0.3,CI,12,critical,initial_loss_equilibium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Catostomidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Xyrauchen texanus,Xyrauchen texanus_34.048927,30,34.048927,-111.093735,Xyrauchen,texanus,Arizona_Argentina?,Aquatic,14,39.8,tmax,0.2,CI,12,critical,final_loss_equilibrium,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Catostomidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Xyrauchen texanus,Xyrauchen texanus_34.048927,30,34.048927,-111.093735,Xyrauchen,texanus,Arizona_Argentina?,Aquatic,14,40.2,tmax,0.2,CI,12,critical,flaring_opercula,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Catostomidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Xyrauchen texanus,Xyrauchen texanus_34.048927,30,34.048927,-111.093735,Xyrauchen,texanus,Arizona_Argentina?,Aquatic,14,40.3,tmax,0.1,CI,12,lethal,death,0.3,NA,NA,held,Summer/Spring,NA,Carveth_et_al_2006,adult,Chordata,Actinopteri,Cypriniformes,Catostomidae,creek,freshwater,Specific location where individuals were collected is unclear (some taken from tanks in Argentina?),group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14d,days
Anolis distichus,Anolis distichus_25,20,25,-79,Anolis,distichus,Fairchild Tropical Garden in Coral Gables and Coconut Grove,Terrestrial,7,38.6,tmax,1.44,SD,7,critical,onset_of_spasm,1.5,NA,2w,held,Winter,NA,Corn_1971,adult,Chordata,Lepidosauria,Squamata,Iguanidae,NA,terrestrial,NA,group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,7d,days
Anolis distichus,Anolis distichus_25,30,25,-79,Anolis,distichus,Fairchild Tropical Garden in Coral Gables and Coconut Grove,Terrestrial,7,40.56,tmax,1.28,SD,5,critical,onset_of_spasm,1.5,NA,2w,held,Winter,NA,Corn_1971,adult,Chordata,Lepidosauria,Squamata,Iguanidae,NA,terrestrial,NA,group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,7d,days
Anolis sagrei,Anolis sagrei_25.05258,20,25.05258,-77.345175,Anolis,sagrei,Coconut Grove and Southwestern Miami,Terrestrial,7,40.48,tmax,1.15,SD,12,critical,onset_of_spasm,1.5,NA,2w,held,Winter,NA,Corn_1971,adult,Chordata,Lepidosauria,Squamata,Iguanidae,NA,terrestrial,NA,group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,7d,days
Anolis sagrei,Anolis sagrei_25.05258,30,25.05258,-77.345175,Anolis,sagrei,Coconut Grove and Southwestern Miami,Terrestrial,7,41.87,tmax,0.89,SD,10,critical,onset_of_spasm,1.5,NA,2w,held,Winter,NA,Corn_1971,adult,Chordata,Lepidosauria,Squamata,Iguanidae,NA,terrestrial,NA,group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,7d,days
Metacarcinus magister,Metacarcinus magister_48.75109,17.5,48.75109,-122.48125,Metacarcinus,magister,Chuckanut Bay Bellingham Washington,Aquatic,15,33.5,tmax,NA,NA,10,lethal,no_response_to_prodding,0.5,NA,NA,held,Summer,NA,Prentice_&_Schneider_1979,adult,Arthropoda,Malacostraca,Decapoda,Cancridae,benthic,marine,NA,group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,15-17d,days
Metacarcinus magister,Metacarcinus magister_48.75109,7,48.75109,-122.48125,Metacarcinus,magister,Chuckanut Bay Bellingham Washington,Aquatic,15,32,tmax,NA,NA,10,lethal,no_response_to_prodding,0.5,NA,NA,held,Summer,NA,Prentice_&_Schneider_1979,adult,Arthropoda,Malacostraca,Decapoda,Cancridae,benthic,marine,NA,group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,15-17d,days
Metacarcinus magister,Metacarcinus magister_48.75109,11,48.75109,-122.48125,Metacarcinus,magister,Chuckanut Bay Bellingham Washington,Aquatic,NA,33.05,tmax,NA,NA,2,lethal,no_response_to_prodding,0.5,NA,NA,FF,Summer,NA,Prentice_&_Schneider_1979,adult,Arthropoda,Malacostraca,Decapoda,Cancridae,benthic,marine,NA,group,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,days
