genus,species,latitude,longitude,population_id,location_description,acclim_temp,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,life_stage,phylum,class,order,family,realm_general,realm_specific,source,original_compilation,notes,extractor,ref,citation_Rohr,reference_Comte,genus_species
Pseudacris,triseriata,40.696,-105.594,Pseudacris triseriata_40.696_-105.594,"Larimer County, Colorado",20,4,37.8,tmax,NA,NA,3,NA,"No movements of the throat, abdomen, or legs could be elicited by tapping the side of the jar",0.5,NA,NA,NA,NA,2768,Adult,Chordata,Amphibia,Anura,Hylidae,Terrestrial,NA,Field,Rohr,NA,NA,"Miller, K., and G. C. Packard. 1977. An altitudinal cline in critical thermal maxima of chorus frogs (Pseudacris triseriata). American Naturalist 111:267-277.",Miller and Packard 1977,NA,Pseudacris triseriata
Pseudacris,triseriata,40.696,-105.594,Pseudacris triseriata_40.696_-105.594,"Larimer County, Colorado",5,4,35.4,tmax,NA,NA,15,NA,No movements could be elicited by tapping container,NA,NA,NA,NA,NA,2900,Adult,Chordata,Amphibia,Anura,Hylidae,Terrestrial,NA,Field,Rohr,NA,NA,"Miller, K., and G. C. Packard. 1974. Critical thermal maximum: ecotypic variation between montane and piedmont chorus frogs (Pseudacris triseriata, Hylidae). Experientia 30:355-356.",Miller and Packard 1974,NA,Pseudacris triseriata
Pseudacris,triseriata,40.696,-105.594,Pseudacris triseriata_40.696_-105.594,"Larimer County, Colorado",20,4,37.7,tmax,NA,NA,15,NA,No movements could be elicited by tapping container,NA,NA,NA,NA,NA,2900,Adult,Chordata,Amphibia,Anura,Hylidae,Terrestrial,NA,Field,Rohr,NA,NA,"Miller, K., and G. C. Packard. 1974. Critical thermal maximum: ecotypic variation between montane and piedmont chorus frogs (Pseudacris triseriata, Hylidae). Experientia 30:355-356.",Miller and Packard 1974,NA,Pseudacris triseriata
Pseudacris,triseriata,40.696,-105.594,Pseudacris triseriata_40.696_-105.594,"Larimer County, Colorado",5,4,35.5,tmax,NA,NA,3,NA,"No movements of the throat, abdomen, or legs could be elicited by tapping the side of the jar",0.5,NA,NA,NA,NA,2969,Adult,Chordata,Amphibia,Anura,Hylidae,Terrestrial,NA,Field,Rohr,NA,NA,"Miller, K., and G. C. Packard. 1977. An altitudinal cline in critical thermal maxima of chorus frogs (Pseudacris triseriata). American Naturalist 111:267-277.",Miller and Packard 1977,NA,Pseudacris triseriata
Pseudacris,triseriata,40.696,-105.594,Pseudacris triseriata_40.696_-105.594,"Larimer County, Colorado",20,4,37.4,tmax,NA,NA,3,NA,"No movements of the throat, abdomen, or legs could be elicited by tapping the side of the jar",0.5,NA,NA,NA,NA,2969,Adult,Chordata,Amphibia,Anura,Hylidae,Terrestrial,NA,Field,Rohr,NA,NA,"Miller, K., and G. C. Packard. 1977. An altitudinal cline in critical thermal maxima of chorus frogs (Pseudacris triseriata). American Naturalist 111:267-277.",Miller and Packard 1977,NA,Pseudacris triseriata
Pseudacris,triseriata,40.696,-105.594,Pseudacris triseriata_40.696_-105.594,"Larimer County, Colorado",5,4,35.4,tmax,NA,NA,3,NA,"No movements of the throat, abdomen, or legs could be elicited by tapping the side of the jar",0.5,NA,NA,NA,NA,3036,Adult,Chordata,Amphibia,Anura,Hylidae,Terrestrial,NA,Field,Rohr,NA,NA,"Miller, K., and G. C. Packard. 1977. An altitudinal cline in critical thermal maxima of chorus frogs (Pseudacris triseriata). American Naturalist 111:267-277.",Miller and Packard 1977,NA,Pseudacris triseriata
Pseudacris,triseriata,40.696,-105.594,Pseudacris triseriata_40.696_-105.594,"Larimer County, Colorado",20,4,36.9,tmax,NA,NA,3,NA,"No movements of the throat, abdomen, or legs could be elicited by tapping the side of the jar",0.5,NA,NA,NA,NA,3036,Adult,Chordata,Amphibia,Anura,Hylidae,Terrestrial,NA,Field,Rohr,NA,NA,"Miller, K., and G. C. Packard. 1977. An altitudinal cline in critical thermal maxima of chorus frogs (Pseudacris triseriata). American Naturalist 111:267-277.",Miller and Packard 1977,NA,Pseudacris triseriata
Lithobates,virgatipes,39.856,-74.687,Lithobates virgatipes_39.856_-74.687,"Burlington County, New Jersey",25,4,38,tmax,NA,NA,24,NA,Onset of spasms,0.5,NA,NA,NA,NA,32,Adult,Chordata,Amphibia,Anura,Ranidae,Terrestrial,NA,Field,Rohr,NA,NA,"Holzman, N., and J. J. McManus. 1973. Effects of acclimation on metabolic rate and thermal tolerance in the carpenter frog, Rana vergatipes. Comparative Biochemistry and Physiology Part A 45:833-842.",Holzman and McManus 1973,NA,Lithobates virgatipes
Rhinella,granulosa,-27.087,-54.95,Rhinella granulosa_-27.087_-54.95,Northeastern Argentina,20,4,40.4,tmax,NA,NA,15,NA,Onset of spasms,1,NA,NA,NA,NA,312,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Duarte, H., M. Tejedo, M. Katzenberger, F. Marangoni, D. Baldo, J. F. Beltrán, D. A. Martí, A. Richter-Boix, and A. Gonzalez-Voyer. 2012. Can amphibians take the heat? Vulnerability to climate warming in subtropical and temperate larval amphibian communities. Global Change Biology 18:412-421.",Duarte et al. 2012,NA,Rhinella granulosa
Rhinella,marina,9.152,-79.846,Rhinella marina_9.152_-79.846,"Barro Colorado Island, Panama",38,4,41.8,tmax,NA,NA,3,NA,Loss of righting response,NA,NA,NA,NA,NA,57,Adult,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",Brattstrom and Lawrence 1962,NA,Rhinella marina
Acris,crepitans,42.779,-96.929,Acris crepitans_42.779_-96.929,"Vermillion, South Dakota",4,5,40.5,tmax,NA,NA,12,NA,No movements could be elicited by tapping container,0.6,NA,NA,NA,NA,372,Adult,NA,Amphibia,Anura,Hylidae,Terrestrial,NA,Field,Rohr,NA,NA,"Dunlap, D. G. 1968. Critical thermal maximum as a function of temperature of acclimation in two species of hylid frogs. Physiological Zoology 41:432-439.",Dunlap 1968,NA,Acris crepitans
Acris,crepitans,42.779,-96.929,Acris crepitans_42.779_-96.929,"Vermillion, South Dakota",14,5,40.5,tmax,NA,NA,15,NA,No movements could be elicited by tapping container,0.6,NA,NA,NA,NA,372,Adult,NA,Amphibia,Anura,Hylidae,Terrestrial,NA,Field,Rohr,NA,NA,"Dunlap, D. G. 1968. Critical thermal maximum as a function of temperature of acclimation in two species of hylid frogs. Physiological Zoology 41:432-439.",Dunlap 1968,NA,Acris crepitans
Acris,crepitans,42.779,-96.929,Acris crepitans_42.779_-96.929,"Vermillion, South Dakota",25,5,41.1,tmax,NA,NA,10,NA,No movements could be elicited by tapping container,0.6,NA,NA,NA,NA,372,Adult,NA,Amphibia,Anura,Hylidae,Terrestrial,NA,Field,Rohr,NA,NA,"Dunlap, D. G. 1968. Critical thermal maximum as a function of temperature of acclimation in two species of hylid frogs. Physiological Zoology 41:432-439.",Dunlap 1968,NA,Acris crepitans
Acris,crepitans,42.779,-96.929,Acris crepitans_42.779_-96.929,"Vermillion, South Dakota",35,5,43.2,tmax,NA,NA,11,NA,No movements could be elicited by tapping container,0.6,NA,NA,NA,NA,372,Adult,NA,Amphibia,Anura,Hylidae,Terrestrial,NA,Field,Rohr,NA,NA,"Dunlap, D. G. 1968. Critical thermal maximum as a function of temperature of acclimation in two species of hylid frogs. Physiological Zoology 41:432-439.",Dunlap 1968,NA,Acris crepitans
Anaxyrus,americanus,34.683,-82.837,Anaxyrus americanus_34.683_-82.837,"Clemson, South Carolina",10,5,38.3,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus americanus
Anaxyrus,americanus,34.683,-82.837,Anaxyrus americanus_34.683_-82.837,"Clemson, South Carolina",10,5,39.3,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus americanus
Anaxyrus,americanus,34.683,-82.837,Anaxyrus americanus_34.683_-82.837,"Clemson, South Carolina",10,5,39.7,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus americanus
Anaxyrus,americanus,34.683,-82.837,Anaxyrus americanus_34.683_-82.837,"Clemson, South Carolina",10,5,39.7,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus americanus
Anaxyrus,americanus,34.683,-82.837,Anaxyrus americanus_34.683_-82.837,"Clemson, South Carolina",10,5,39.7,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus americanus
Anaxyrus,americanus,34.683,-82.837,Anaxyrus americanus_34.683_-82.837,"Clemson, South Carolina",10,5,39.8,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus americanus
Anaxyrus,americanus,34.683,-82.837,Anaxyrus americanus_34.683_-82.837,"Clemson, South Carolina",10,5,40,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus americanus
Anaxyrus,terrestris,33.323,-87.46,Anaxyrus terrestris_33.323_-87.46,"Tuscaloosa County, Alabama",22,5,39.1,tmax,NA,NA,18,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Anaxyrus terrestris
Anaxyrus,terrestris,33.323,-87.46,Anaxyrus terrestris_33.323_-87.46,"Tuscaloosa County, Alabama",27,5,39.6,tmax,NA,NA,14,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Anaxyrus terrestris
Anaxyrus,terrestris,33.323,-87.46,Anaxyrus terrestris_33.323_-87.46,"Tuscaloosa County, Alabama",22,5,39.6,tmax,NA,NA,13,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Anaxyrus terrestris
Anaxyrus,terrestris,33.323,-87.46,Anaxyrus terrestris_33.323_-87.46,"Tuscaloosa County, Alabama",22,5,39.8,tmax,NA,NA,13,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Anaxyrus terrestris
Anaxyrus,terrestris,33.323,-87.46,Anaxyrus terrestris_33.323_-87.46,"Tuscaloosa County, Alabama",22,5,40,tmax,NA,NA,34,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Anaxyrus terrestris
Anaxyrus,terrestris,33.323,-87.46,Anaxyrus terrestris_33.323_-87.46,"Tuscaloosa County, Alabama",27,5,40.2,tmax,NA,NA,25,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Anaxyrus terrestris
Anaxyrus,terrestris,33.323,-87.46,Anaxyrus terrestris_33.323_-87.46,"Tuscaloosa County, Alabama",27,5,40.3,tmax,NA,NA,17,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Anaxyrus terrestris
Anaxyrus,terrestris,33.323,-87.46,Anaxyrus terrestris_33.323_-87.46,"Tuscaloosa County, Alabama",27,5,40.6,tmax,NA,NA,27,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Anaxyrus terrestris
Anaxyrus,terrestris,33.323,-87.46,Anaxyrus terrestris_33.323_-87.46,"Tuscaloosa County, Alabama",32,5,41.3,tmax,NA,NA,12,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Anaxyrus terrestris
Anaxyrus,terrestris,33.323,-87.46,Anaxyrus terrestris_33.323_-87.46,"Tuscaloosa County, Alabama",32,5,41.7,tmax,NA,NA,15,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Anaxyrus terrestris
Anaxyrus,terrestris,33.323,-87.46,Anaxyrus terrestris_33.323_-87.46,"Tuscaloosa County, Alabama",32,5,41.7,tmax,NA,NA,21,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Anaxyrus terrestris
Anaxyrus,terrestris,33.323,-87.46,Anaxyrus terrestris_33.323_-87.46,"Tuscaloosa County, Alabama",32,5,41.8,tmax,NA,NA,17,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Anaxyrus terrestris
Anaxyrus,woodhousii,34.683,-82.837,Anaxyrus woodhousii_34.683_-82.837,"Clemson, South Carolina",10,5,39.8,tmax,NA,NA,5,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus woodhousii
Anaxyrus,woodhousii,34.683,-82.837,Anaxyrus woodhousii_34.683_-82.837,"Clemson, South Carolina",10,5,40.5,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus woodhousii
Anaxyrus,woodhousii,34.683,-82.837,Anaxyrus woodhousii_34.683_-82.837,"Clemson, South Carolina",10,5,40.5,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus woodhousii
Anaxyrus,woodhousii,34.683,-82.837,Anaxyrus woodhousii_34.683_-82.837,"Clemson, South Carolina",10,5,40.6,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus woodhousii
Anaxyrus,woodhousii,34.683,-82.837,Anaxyrus woodhousii_34.683_-82.837,"Clemson, South Carolina",10,5,40.6,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus woodhousii
Anaxyrus,woodhousii,34.683,-82.837,Anaxyrus woodhousii_34.683_-82.837,"Clemson, South Carolina",10,5,41.1,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus woodhousii
Anaxyrus,woodhousii,34.683,-82.837,Anaxyrus woodhousii_34.683_-82.837,"Clemson, South Carolina",10,5,41.1,tmax,NA,NA,10,NA,Motionless and no longer responded to mechanical stimulation with forceps,0.7,NA,NA,NA,NA,213,larva,NA,Amphibia,Anura,Bufonidae,Terrestrial,NA,Field,Rohr,NA,NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.",Cupp 1980,NA,Anaxyrus woodhousii
Desmognathus,fuscus,39.778,-84.69,Desmognathus fuscus_39.778_-84.69,"Preble County, Ohio",25,5,34.9,tmax,NA,NA,7,NA,Animals unresponsive to prodding,0.8,NA,NA,NA,NA,336,Adult,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,NA,Field,Rohr,NA,NA,"Layne, J. R., and D. L. Claussen. 1982. The time courses of CTMax and CTMin acclimation in the salamander Desmognathus fuscus. Journal of Thermal Biology 7:139-141.",Layne and Claussen 1982b,NA,Desmognathus fuscus
Eurycea,bislineata,39.778,-84.69,Eurycea bislineata_39.778_-84.69,"Preble County, Ohio",25,5,35.4,tmax,NA,NA,7,NA,Loss of righting response,0.8,NA,NA,NA,NA,336,Adult,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,NA,Field,Rohr,NA,NA,"Layne Jr, J. R., and D. L. Claussen. 1982. Seasonal variation in the thermal acclimation of critical thermal maxima (CTMax) and minima (CTMin) in the salamander Eurycea bislineata. Journal of Thermal Biology 7:29-33.",Layne and Claussen 1982,NA,Eurycea bislineata
Eurycea,bislineata,39.778,-84.69,Eurycea bislineata_39.778_-84.69,"Preble County, Ohio",25,5,35.4,tmax,NA,NA,7,NA,Loss of righting response,0.8,NA,NA,NA,NA,336,Adult,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,NA,Field,Rohr,NA,NA,"Layne Jr, J. R., and D. L. Claussen. 1982. Seasonal variation in the thermal acclimation of critical thermal maxima (CTMax) and minima (CTMin) in the salamander Eurycea bislineata. Journal of Thermal Biology 7:29-33.",Layne and Claussen 1982,NA,Eurycea bislineata
Lithobates,catesbeiana,42,-73.135,Lithobates catesbeiana_42_-73.135,"Long Island, New York",23,5,33.6,tmax,NA,NA,3,NA,Loss of righting response,NA,NA,NA,NA,NA,422,Adult,NA,Amphibia,Anura,Ranidae,Terrestrial,NA,Field,Rohr,NA,NA,"Brattstrom, B. H., and P. Lawrence. 1962. The rate of thermal acclimation in anuran amphibians. Physiological Zoology 35:148-156.",Brattstrom and Lawrence 1962,NA,Lithobates catesbeiana
Lithobates,pipiens,33.323,-87.46,Lithobates pipiens_33.323_-87.46,"Tuscaloosa County, Alabama",22,5,37.5,tmax,NA,NA,17,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Ranidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Lithobates pipiens
Lithobates,pipiens,33.323,-87.46,Lithobates pipiens_33.323_-87.46,"Tuscaloosa County, Alabama",22,5,38,tmax,NA,NA,13,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Ranidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Lithobates pipiens
Lithobates,pipiens,33.323,-87.46,Lithobates pipiens_33.323_-87.46,"Tuscaloosa County, Alabama",22,5,38,tmax,NA,NA,13,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Ranidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Lithobates pipiens
Lithobates,pipiens,33.323,-87.46,Lithobates pipiens_33.323_-87.46,"Tuscaloosa County, Alabama",22,5,38.5,tmax,NA,NA,36,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Ranidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Lithobates pipiens
Lithobates,pipiens,33.323,-87.46,Lithobates pipiens_33.323_-87.46,"Tuscaloosa County, Alabama",27,5,38.8,tmax,NA,NA,16,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Ranidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Lithobates pipiens
Lithobates,pipiens,33.323,-87.46,Lithobates pipiens_33.323_-87.46,"Tuscaloosa County, Alabama",27,5,38.9,tmax,NA,NA,13,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Ranidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Lithobates pipiens
Lithobates,pipiens,33.323,-87.46,Lithobates pipiens_33.323_-87.46,"Tuscaloosa County, Alabama",27,5,38.9,tmax,NA,NA,13,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Ranidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Lithobates pipiens
Lithobates,pipiens,33.323,-87.46,Lithobates pipiens_33.323_-87.46,"Tuscaloosa County, Alabama",27,5,39,tmax,NA,NA,49,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Ranidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Lithobates pipiens
Lithobates,pipiens,33.323,-87.46,Lithobates pipiens_33.323_-87.46,"Tuscaloosa County, Alabama",32,5,39,tmax,NA,NA,16,NA,Onset of spasms,1,NA,NA,NA,NA,128,larva,NA,Amphibia,Anura,Ranidae,Terrestrial,NA,Field,Rohr,NA,NA,"Noland, R., and G. R. Ultsch. 1981. The roles of temperature and dissolved oxygen in microhabitat selection by the tadpoles of a frog (Rana pipiens) and a toad (Bufo terrestris). Copeia 1981:645-652.",Noland and Ultsch 1981,NA,Lithobates pipiens
