"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name"
"Quercus coccifera",1,1,"Quercus coccifera","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879175","Quercus coccifera","Quercus coccifera"
"Quercus coccinea",1,1,"Quercus coccinea","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:8326061","Quercus coccinea","Quercus coccinea"
"Quercus cornelius-mulleri",1,1,"Quercus cornelius-mulleri","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880518","Quercus cornelius-mulleri","Quercus cornelius-mulleri"
"Quercus douglasii",1,1,"Quercus douglasii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878266","Quercus douglasii","Quercus douglasii"
"Quercus dumosa",1,1,"Quercus dumosa","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880740","Quercus dumosa","Quercus dumosa"
"Quercus durata",1,1,"Quercus durata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879923","Quercus durata","Quercus durata"
"Quercus durata",1,1,"Quercus durata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879923","Quercus durata","Quercus durata var. durata"
"Quercus durata",1,1,"Quercus durata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879923","Quercus durata","Quercus durata var. gabrielensis"
"Quercus ellipsoidalis",1,1,"Quercus ellipsoidalis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879276","Quercus ellipsoidalis","Quercus ellipsoidalis"
"Quercus emoryi",1,1,"Quercus emoryi","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878171","Quercus emoryi","Quercus emoryi"
"Quercus engelmannii",1,1,"Quercus engelmannii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880771","Quercus engelmannii","Quercus engelmannii"
"Quercus faginea",1,1,"Quercus faginea","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881480","Quercus faginea","Quercus faginea"
"Quercus falcata",1,1,"Quercus falcata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880967","Quercus falcata","Quercus falcata"
"Quercus gambelii",1,1,"Quercus gambelii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878268","Quercus gambelii","Quercus gambelii"
"Quercus garryana",1,1,"Quercus garryana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879260","Quercus garryana","Quercus garryana"
"Quercus garryana",1,1,"Quercus garryana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879260","Quercus garryana","Quercus garryana var. breweri"
"Quercus garryana",1,1,"Quercus garryana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879260","Quercus garryana","Quercus garryana var. garryana"
"Quercus garryana",1,1,"Quercus garryana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879260","Quercus garryana","Quercus garryana var. semota"
"Quercus hypoleucoides",1,1,"Quercus hypoleucoides","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878550","Quercus hypoleucoides","Quercus hypoleucoides"
"Quercus ilex",1,1,"Quercus ilex","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879098","Quercus ilex","Quercus ilex"
"Quercus ilicifolia",1,0,"Quercus ilicifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878190","Quercus ilicifolia","Quercus ilicifolia"
"Quercus imbricaria",1,1,"Quercus imbricaria","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881106","Quercus imbricaria","Quercus imbricaria"
"Quercus john-tuckeri",1,1,"Quercus john-tuckeri","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880404","Quercus john-tuckeri","Quercus john-tuckeri"
"Quercus kelloggii",1,1,"Quercus kelloggii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878586","Quercus kelloggii","Quercus kelloggii"
"Quercus laevis",1,1,"Quercus laevis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878626","Quercus laevis","Quercus laevis"
"Quercus laurifolia",1,1,"Quercus laurifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2877708","Quercus laurifolia","Quercus laurifolia"
"Quercus lobata",1,1,"Quercus lobata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878373","Quercus lobata","Quercus lobata"
"Quercus lyrata",1,1,"Quercus lyrata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878378","Quercus lyrata","Quercus lyrata"
"Quercus macrocarpa",1,1,"Quercus macrocarpa","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878213","Quercus macrocarpa","Quercus macrocarpa"
"Quercus margarettiae",1,0,"Quercus margarettae","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:6045206","Quercus margarettiae","Quercus margarettiae"
"Quercus marilandica",1,1,"Quercus marilandica","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881630","Quercus marilandica","Quercus marilandica"
"Quercus michauxii",1,1,"Quercus michauxii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880340","Quercus michauxii","Quercus michauxii"
"Quercus muehlenbergii",1,1,"Quercus muehlenbergii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879947","Quercus muehlenbergii","Quercus muehlenbergii"
"Quercus nigra",1,1,"Quercus nigra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879328","Quercus nigra","Quercus nigra"
"Quercus pacifica",1,1,"Quercus pacifica","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881701","Quercus pacifica","Quercus pacifica"
"Quercus pagoda",1,1,"Quercus pagoda","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881680","Quercus pagoda","Quercus pagoda"
"Quercus palmeri",1,1,"Quercus palmeri","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880352","Quercus palmeri","Quercus palmeri"
"Quercus palustris",1,1,"Quercus palustris","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:8313153","Quercus palustris","Quercus palustris"
"Quercus parvula",1,1,"Quercus parvula","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878124","Quercus parvula","Quercus parvula var. parvula"
"Quercus parvula",1,1,"Quercus parvula","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878124","Quercus parvula","Quercus parvula var. shrevei"
"Quercus petraea",1,1,"Quercus petraea","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880130","Quercus petraea","Quercus petraea"
"Quercus phellos",1,1,"Quercus phellos","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880652","Quercus phellos","Quercus phellos"
"Quercus michauxii",1,1,"Quercus prinus","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:7931933","Quercus prinus","Quercus prinus"
"Quercus pubescens",1,1,"Quercus pubescens","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881283","Quercus pubescens","Quercus pubescens"
"Quercus pyrenaica",1,0,"Quercus pyrenaica","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878826","Quercus pyrenaica","Quercus pyrenaica"
"Quercus robur",1,1,"Quercus robur","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878688","Quercus robur","Quercus robur"
"Quercus rubra",1,1,"Quercus rubra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880539","Quercus rubra","Quercus rubra"
"Quercus sadleriana",1,1,"Quercus sadleriana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880444","Quercus sadleriana","Quercus sadleriana"
"Quercus shumardii",1,1,"Quercus shumardii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878289","Quercus shumardii","Quercus shumardii"
"Quercus sinuata",1,0,"Quercus sinuata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879488","Quercus sinuata","Quercus sinuata"
"Quercus stellata",1,1,"Quercus stellata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:8879961","Quercus stellata","Quercus stellata"
"Quercus suber",1,1,"Quercus suber","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879411","Quercus suber","Quercus suber"
"Quercus pubescens",1,1,"Quercus pubescens","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881283","Quercus subpyrenaica","Quercus subpyrenaica"
"Quercus texana",1,0,"Quercus texana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878115","Quercus texana","Quercus texana"
"Quercus tomentella",1,1,"Quercus tomentella","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878206","Quercus tomentella","Quercus tomentella"
"Quercus turbinella",1,1,"Quercus turbinella","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878247","Quercus turbinella","Quercus turbinella"
"Quercus vacciniifolia",1,1,"Quercus vacciniifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881649","Quercus vacciniifolia","Quercus vacciniifolia"
"Quercus velutina",1,1,"Quercus velutina","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:8086561","Quercus velutina","Quercus velutina"
"Quercus virginiana",1,1,"Quercus virginiana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878092","Quercus virginiana","Quercus virginiana"
"Quercus wislizeni",1,1,"Quercus wislizeni","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878384","Quercus wislizeni","Quercus wislizeni"
"Quercus wislizeni",1,1,"Quercus wislizeni","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878384","Quercus wislizeni","Quercus wislizeni var. frutescens"
"Quercus wislizeni",1,1,"Quercus wislizeni","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878384","Quercus wislizeni","Quercus wislizeni var. wislizeni"
"Quercus acutidens",1,1,"Quercus acutidens","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879060","Quercus acutidens","Quercus x acutidens"
"Quercus sp.",1,1,"Quercus acutidens","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879060","Quercus acutidens","Quercus x acutidens"
"Quercus alvordiana",1,1,"Quercus alvordiana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878156","Quercus alvordiana","Quercus x alvordiana"
"Quercus sp.",1,1,"Quercus alvordiana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878156","Quercus alvordiana","Quercus x alvordiana"
"Quercus macdonaldii",1,1,"Quercus macdonaldii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879378","Quercus macdonaldii","Quercus x macdonaldii"
"Quercus sp.",1,1,"Quercus macdonaldii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879378","Quercus macdonaldii","Quercus x macdonaldii"
"Hypaurotis quercus",0,1,"Hypaurotis quercus","Metazoa","Arthropoda","Insecta","Lepidoptera","Lycaenidae","ncbi","NCBI:116135","Quercusia quercus","Quercusia quercus"
"Quiscalus major",1,1,"Quiscalus major","Animalia","Chordata","Aves","Passeriformes","Icteridae","gbif","GBIF:2484133","Quiscalus major","Quiscalus major"
"Quiscalus mexicanus",1,1,"Quiscalus mexicanus","Animalia","Chordata","Aves","Passeriformes","Icteridae","gbif","GBIF:9476062","Quiscalus mexicanus","Quiscalus mexicanus"
"Quiscalus quiscula",1,1,"Quiscalus quiscula","Animalia","Chordata","Aves","Passeriformes","Icteridae","gbif","GBIF:2484155","Quiscalus quiscula","Quiscalus quiscula"
"Codriophorus fascicularis",1,1,"Racomitrium fasciculare","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","gbif","GBIF:2674329","Racomitrium fasciculare","Racomitrium fasciculare"
"Dilutineuron fasciculare",1,1,"Racomitrium fasciculare","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","gbif","GBIF:2674329","Racomitrium fasciculare","Racomitrium fasciculare"
"Racomitrium lanuginosum",1,1,"Racomitrium lanuginosum","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","gbif","GBIF:2673622","Racomitrium lanuginosum","Racomitrium lanuginosum"
"Bucklandiella microcarpa",1,1,"Racomitrium microcarpum","Plantae","Bryophyta","Bryopsida","Grimmiales","Grimmiaceae","gbif","GBIF:2674284","Racomitrium microcarpum","Racomitrium microcarpum"
"Racotis boarmiaria",1,1,"Racotis boarmiaria","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1976311","Racotis boarmiaria","Racotis boarmiaria"
"Radiola linoides",1,1,"Radiola linoides","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","gbif","GBIF:2873844","Radiola linoides","Radiola linoides"
"Rafinesquia californica",1,1,"Rafinesquia californica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5385941","Rafinesquia californica","Rafinesquia californica"
"Rafinesquia neomexicana",1,1,"Rafinesquia neomexicana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5385940","Rafinesquia neomexicana","Rafinesquia neomexicana"
"Raillardella argentea",1,1,"Raillardella argentea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3149371","Raillardella argentea","Raillardella argentea"
"Raillardella scaposa",1,1,"Raillardella scaposa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3149369","Raillardella scaposa","Raillardella scaposa"
"Raja binoculata",1,1,"Beringraja binoculata","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","gbif","GBIF:7913005","Raja binoculata","Raja binoculata"
"Raja clavata",0,1,"Raja clavata","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","gbif","GBIF:5216024","Raja clavata","Raja clavata"
"Rajella barnardi",1,1,"Rajella barnardi","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","gbif","GBIF:2420397","Raja confundens","Raja confundens"
"Raja eglanteria",1,0,"Raja eglanteria","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","gbif","GBIF:5216061","Raja eglanteria","Raja eglanteria"
"Rajella leopardus",1,0,"Rajella leoparda","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","gbif","GBIF:7914638","Raja leopardus","Raja leopardus"
"Raja miraletus",1,1,"Raja miraletus","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","gbif","GBIF:5216033","Raja miraletus","Raja miraletus"
"Raja rhina",1,1,"Raja rhina","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","gbif","GBIF:5216020","Raja rhina","Raja rhina"
"Raja straeleni",1,1,"Raja straeleni","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","gbif","GBIF:5216012","Raja straeleni","Raja straeleni"
"Leucoraja wallacei",1,0,"Leucoraja wallacei","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","gbif","GBIF:2419877","Raja wallacei","Raja wallacei"
"Rallina fasciata",0,1,"Rallina fasciata","Animalia","Chordata","Aves","Gruiformes","Rallidae","gbif","GBIF:2474481","Rallina fasciata","Rallina fasciata"
"Rallina tricolor",1,0,"Rallina tricolor","Animalia","Chordata","Aves","Gruiformes","Rallidae","gbif","GBIF:2474482","Rallina tricolor","Rallina tricolor"
"Rallus aquaticus",1,1,"Rallus aquaticus","Animalia","Chordata","Aves","Gruiformes","Rallidae","gbif","GBIF:2474831","Rallus aquaticus","Rallus aquaticus"
"Rallus elegans",1,1,"Rallus elegans","Animalia","Chordata","Aves","Gruiformes","Rallidae","gbif","GBIF:9480015","Rallus elegans","Rallus elegans"
"Rallus limicola",1,1,"Rallus limicola","Animalia","Chordata","Aves","Gruiformes","Rallidae","gbif","GBIF:2474825","Rallus limicola","Rallus limicola"
"Rallus longirostris",1,0,"Rallus longirostris","Animalia","Chordata","Aves","Gruiformes","Rallidae","gbif","GBIF:9395900","Rallus longirostris","Rallus longirostris"
"Ramalina farinacea",1,0,"Ramalina farinacea","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","gbif","GBIF:2608167","Ramalina farinacea","Ramalina farinacea"
"Ramalina fastigiata",1,0,"Ramalina fastigiata","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","gbif","GBIF:2608115","Ramalina fastgiata","Ramalina fastgiata"
"Ramsayornis fasciatus",1,0,"Ramsayornis fasciatus","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","gbif","GBIF:2486878","Ramsayornis fasciatus","Ramsayornis fasciatus"
"Ramsayornis modestus",1,0,"Ramsayornis modestus","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","gbif","GBIF:2486877","Ramsayornis modestus","Ramsayornis modestus"
"Ramularia collo-cygni",1,0,"Ramularia collo-cygni","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","gbif","GBIF:5263625","Ramularia collo-cygni","Ramularia collo-cygni"
"Rana draytonii",0,1,"Rana aurora","Animalia","Chordata","Amphibia","Anura","Ranidae","gbif","GBIF:2426808","Rana aurora","Rana aurora draytonii"
"Rana iberica",0,1,"Rana iberica","Animalia","Chordata","Amphibia","Anura","Ranidae","gbif","GBIF:2426774","Rana iberica","Rana iberica"
"Rana temporaria",1,1,"Rana temporaria","Animalia","Chordata","Amphibia","Anura","Ranidae","gbif","GBIF:2426805","Rana temporaria","Rana temporaria"
"Ranatra linearis",1,1,"Ranatra linearis","Animalia","Arthropoda","Insecta","Hemiptera","Nepidae","gbif","GBIF:5152464","Ranatra linearis","Ranatra linearis"
"Ranella australasia",1,1,"Ranella australasia","Animalia","Mollusca","Gastropoda","Littorinimorpha","Ranellidae","gbif","GBIF:2300813","Ranella australasia","Ranella australasia"
"Ranunculus acris",1,1,"Ranunculus acris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033363","Ranunculus acris","Ranunculus acris"
"Ranunculus aduncus",1,1,"Ranunculus aduncus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3927788","Ranunculus aduncus","Ranunculus aduncus"
"Ranunculus alismifolius",1,1,"Ranunculus alismifolius","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033433","Ranunculus alismifolius","Ranunculus alismifolius"
"Ranunculus alismifolius",1,1,"Ranunculus alismifolius","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033433","Ranunculus alismifolius","Ranunculus alismifolius var. alismellus"
"Ranunculus alismifolius",1,1,"Ranunculus alismifolius","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033433","Ranunculus alismifolius","Ranunculus alismifolius var. alismifolius"
"Ranunculus alpestris",1,1,"Ranunculus alpestris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7277610","Ranunculus alpestris","Ranunculus alpestris"
"Ranunculus aquatilis",1,1,"Ranunculus aquatilis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033464","Ranunculus aquatilis","Ranunculus aquatilis"
"Ranunculus aquatilis",1,1,"Ranunculus aquatilis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033464","Ranunculus aquatilis","Ranunculus aquatilis var. aquatilis"
"Ranunculus aquatilis",1,1,"Ranunculus aquatilis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033464","Ranunculus aquatilis","Ranunculus aquatilis var. diffusus"
