genus_species,genus,species,latitude,longitude,location_description,acclim_temp,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,life_stage,phylum,class,order,family,realm_general,realm_specific,source,original_compilation,notes,extractor,ref
Palaemon elegans,Palaemon,elegans,50.356989,-4.126444,"Mt Batten, English Channel",10,7,30.55,tmax,0.27,SE,20,critical,onset of spasm,0.015,NA,NA,held,Jun,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2014
Palaemon elegans,Palaemon,elegans,50.356989,-4.126444,"Mt Batten, English Channel",15,7,32.86,tmax,0.36,SE,20,critical,onset of spasm,0.015,NA,NA,held,Jun,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2015
Palaemon elegans,Palaemon,elegans,50.356989,-4.126444,"Mt Batten, English Channel",20,7,34.46,tmax,0.44,SE,20,critical,onset of spasm,0.015,NA,NA,held,Jun,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2016
Palaemon elegans,Palaemon,elegans,50.356989,-4.126444,"Mt Batten, English Channel",25,7,35,tmax,0.35,SE,20,critical,onset of spasm,0.015,NA,NA,held,Jun,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2017
Palaemon serratus,Palaemon,serratus,50.352533,-4.132247,"Plymouth Sound, English Channel",10,7,28.72,tmax,0.45,SE,8,critical,onset of spasm,0.015,NA,NA,held,Mar,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2018
Palaemon serratus,Palaemon,serratus,50.352533,-4.132247,"Plymouth Sound, English Channel",15,7,32.01,tmax,0.35,SE,8,critical,onset of spasm,0.015,NA,NA,held,Mar,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2019
Palaemon serratus,Palaemon,serratus,50.352533,-4.132247,"Plymouth Sound, English Channel",20,7,33.07,tmax,0.71,SE,8,critical,onset of spasm,0.015,NA,NA,held,Mar,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2020
Palaemon serratus,Palaemon,serratus,50.352533,-4.132247,"Plymouth Sound, English Channel",25,7,33.52,tmax,0.8,SE,8,critical,onset of spasm,0.015,NA,NA,held,Mar,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2021
Palaemonetes varians,Palaemonetes,varians,50.738917,-1.537833,"Lymington salt marsh, English Channel",10,7,32.38,tmax,0,SE,25,critical,onset of spasm,0.015,NA,NA,held,Jun,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2022
Palaemonetes varians,Palaemonetes,varians,50.738917,-1.537833,"Lymington salt marsh, English Channel",15,7,33.71,tmax,0.26,SE,25,critical,onset of spasm,0.015,NA,NA,held,Jun,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2023
Palaemonetes varians,Palaemonetes,varians,50.738917,-1.537833,"Lymington salt marsh, English Channel",20,7,34.07,tmax,0.17,SE,25,critical,onset of spasm,0.015,NA,NA,held,Jun,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2024
Palaemonetes varians,Palaemonetes,varians,50.738917,-1.537833,"Lymington salt marsh, English Channel",25,7,36.02,tmax,0.27,SE,25,critical,onset of spasm,0.015,NA,NA,held,Jun,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2025
Crangon crangon,Crangon,crangon,50.363689,-4.186997,"Plymouth Sound, English Channel",10,7,31.86,tmax,0.09,SE,28,critical,onset of spasm,0.015,NA,NA,held,Mar,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2026
Crangon crangon,Crangon,crangon,50.363689,-4.186997,"Plymouth Sound, English Channel",15,7,33.46,tmax,0.09,SE,28,critical,onset of spasm,0.015,NA,NA,held,Mar,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2027
Crangon crangon,Crangon,crangon,50.363689,-4.186997,"Plymouth Sound, English Channel",20,7,35.41,tmax,0.27,SE,28,critical,onset of spasm,0.015,NA,NA,held,Mar,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2028
Crangon crangon,Crangon,crangon,50.363689,-4.186997,"Plymouth Sound, English Channel",25,7,34.44,tmax,0.62,SE,28,critical,onset of spasm,0.015,NA,NA,held,Mar,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2029
Pandalus montagui,Pandalus,montagui,51.492167,0.848306,Outer Thames Estuary,10,7,24.87,tmax,0.36,SE,8,critical,onset of spasm,0.015,NA,NA,held,May,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2030
Pandalus montagui,Pandalus,montagui,51.492167,0.848306,Outer Thames Estuary,15,7,27.89,tmax,0.27,SE,8,critical,onset of spasm,0.015,NA,NA,held,May,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2031
Pandalus montagui,Pandalus,montagui,51.492167,0.848306,Outer Thames Estuary,20,7,27.72,tmax,0.71,SE,8,critical,onset of spasm,0.015,NA,NA,held,May,NA,adult,,,,,Marine,intertidal,wild,Morley,,Nikki,Magozzi_&_Calosi_2032
Palaemonetes varians,Palaemonetes,varians,NA,NA,"Lymington salt marshes (Hampshire, UK) ",15,30,30.6,tmax,NA,NA,30,critical,loss of equilibrium,0.26,NA,NA,held,Oct,NA,adult,,,,,Marine,salt marsh,wild,Morley,,Nikki,New_et_al_2014
Palaemonetes varians,Palaemonetes,varians,NA,NA,"Lymington salt marshes (Hampshire, UK) ",5,3,29.6,tmax,NA,NA,30,critical,loss of equilibrium,0.26,NA,NA,held,Oct,NA,adult,,,,,Marine,salt marsh,wild,Morley,,Nikki,New_et_al_2014
Portunus pelagicus,Portunus,pelagicus,NA,NA,"hule Corniche, Red Sea, Saudi Arabia",20,21,39.08,tmax,0.12,SE,12,critical,loss of righting ability,0.2,NA,NA,held,NA,NA,adult,,,,,Marine,sea,wild,Morley,,Nikki,Qari_2014
Portunus pelagicus,Portunus,pelagicus,NA,NA,"hule Corniche, Red Sea, Saudi Arabia",25,21,40.07,tmax,0.33,SE,12,critical,loss of righting ability,0.2,NA,NA,held,NA,NA,adult,,,,,Marine,sea,wild,Morley,,Nikki,Qari_2014
Portunus pelagicus,Portunus,pelagicus,NA,NA,"hule Corniche, Red Sea, Saudi Arabia",30,21,41.25,tmax,0.26,SE,12,critical,loss of righting ability,0.2,NA,NA,held,NA,NA,adult,,,,,Marine,sea,wild,Morley,,Nikki,Qari_2014
Portunus pelagicus,Portunus,pelagicus,NA,NA,"hule Corniche, Red Sea, Saudi Arabia",35,21,42.66,tmax,0.4,SE,12,critical,loss of righting ability,0.2,NA,NA,held,NA,NA,adult,,,,,Marine,sea,wild,Morley,,Nikki,Qari_2014
Palaemonetes varians,Palaemonetes,varians,48.633333,-1.5,Bay of Mont Saint-Michel,10,120,30.9,tmax,1,SD,20,critical,loss of coordinated movement,0.92,NA,NA,held,Oct,NA,adult,,,,,Marine,brackish water,wild,Morley,,Nikki,Ravaux_et_al_2012
Palaemonetes varians,Palaemonetes,varians,48.633333,-1.5,Bay of Mont Saint-Michel,20,120,35.8,tmax,0.8,SD,20,critical,loss of coordinated movement,0.93,NA,NA,held,Oct,NA,adult,,,,,Marine,brackish water,wild,Morley,,Nikki,Ravaux_et_al_2012
Margarites helicinus,Margarites,helicinus,78.916667,11.916667,"Kongsfjorden, Svalbard",3.2,60,16.49,tmax,NA,NA,19,critical,loss of response,0.000694444,NA,NA,held,Jun,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Richard_et_al_2012
Margarites helicinus,Margarites,helicinus,78.916667,11.916667,"Kongsfjorden, Svalbard",7.1,60,10.66,tmax,NA,NA,10,critical,loss of response,0.000694444,NA,NA,held,Jun,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Richard_et_al_2012
Margarites helicinus,Margarites,helicinus,78.916667,11.916667,"Kongsfjorden, Svalbard",10.3,60,22.95,tmax,NA,NA,20,critical,loss of response,0.000694444,NA,NA,held,Jun,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Richard_et_al_2012
Serripes groenlandicus,Serripes,groenlandicus,78.916667,11.916667,"Kongsfjorden, Svalbard",3.2,60,22.35,tmax,NA,NA,28,critical,loss of response,0.000694444,NA,NA,held,Jun,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Richard_et_al_2012
Serripes groenlandicus,Serripes,groenlandicus,78.916667,11.916667,"Kongsfjorden, Svalbard",7.1,60,20.15,tmax,NA,NA,23,critical,loss of response,0.000694444,NA,NA,held,Jun,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Richard_et_al_2012
Serripes groenlandicus,Serripes,groenlandicus,78.916667,11.916667,"Kongsfjorden, Svalbard",10.3,60,22.79,tmax,NA,NA,21,critical,loss of response,0.000694444,NA,NA,held,Jun,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Richard_et_al_2012
Strongylocentrotus droebachiensis,Strongylocentrotus,droebachiensis,78.916667,11.916667,"Kongsfjorden, Svalbard",3.2,60,22.32,tmax,NA,NA,29,critical,loss of response,0.000694444,NA,NA,held,Jun,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Richard_et_al_2012
Strongylocentrotus droebachiensis,Strongylocentrotus,droebachiensis,78.916667,11.916667,"Kongsfjorden, Svalbard",7.1,60,18.81,tmax,NA,NA,24,critical,loss of response,0.000694444,NA,NA,held,Jun,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Richard_et_al_2012
Strongylocentrotus droebachiensis,Strongylocentrotus,droebachiensis,78.916667,11.916667,"Kongsfjorden, Svalbard",10.3,60,23.76,tmax,NA,NA,24,critical,loss of response,0.000694444,NA,NA,held,Jun,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Richard_et_al_2012
Plethodon glutinosus,Plethodon,glutinosus,NA,NA,"Old Yonahlossee Road, Grandfather Mountain, Avery County, North Carolina",5,7,33.17,tmax,0.74,SD,24,critical,onset of spasm,1,NA,NA,held,Mar-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Spotila_1972
Plethodon glutinosus,Plethodon,glutinosus,NA,NA,"Old Yonahlossee Road, Grandfather Mountain, Avery County, North Carolina",15,7,34.28,tmax,0.84,SD,21,critical,onset of spasm,1,NA,NA,held,Mar-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Spotila_1972
Plethodon glutinosus,Plethodon,glutinosus,NA,NA,"Old Yonahlossee Road, Grandfather Mountain, Avery County, North Carolina",25,7,35.79,tmax,0.53,SD,22,critical,onset of spasm,1,NA,NA,held,Mar-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Spotila_1972
Plethodon jordani,Plethodon,jordani,NA,NA,"Arkansas Ozarks: Logan Springs cave, 10 miles west of Tontitown, Benton County; Delap caves, 4 miles west of Prairie Grove, Washington County; Denny cave, 3 miles northeast of Alabam, Madison County; War Eagle cave, 18 miles east of Rogers, Benton County; and Granny Dean cave, Black Oak Com- munity, Washington County",5,7,32.97,tmax,0.86,SD,24,critical,onset of spasm,1,NA,NA,held,Mar-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Spotila_1972
Plethodon jordani,Plethodon,jordani,NA,NA,"Arkansas Ozarks: Logan Springs cave, 10 miles west of Tontitown, Benton County; Delap caves, 4 miles west of Prairie Grove, Washington County; Denny cave, 3 miles northeast of Alabam, Madison County; War Eagle cave, 18 miles east of Rogers, Benton County; and Granny Dean cave, Black Oak Com- munity, Washington County",15,7,34.26,tmax,0.72,SD,19,critical,onset of spasm,1,NA,NA,held,Mar-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Spotila_1972
Plethodon jordani,Plethodon,jordani,NA,NA,"Arkansas Ozarks: Logan Springs cave, 10 miles west of Tontitown, Benton County; Delap caves, 4 miles west of Prairie Grove, Washington County; Denny cave, 3 miles northeast of Alabam, Madison County; War Eagle cave, 18 miles east of Rogers, Benton County; and Granny Dean cave, Black Oak Com- munity, Washington County",25,7,35.89,tmax,0.61,SD,23,critical,onset of spasm,1,NA,NA,held,Mar-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Spotila_1972
Plethodon yonahlossee,Plethodon,yonahlossee,NA,NA,"Arkansas Ozarks: Logan Springs cave, 10 miles west of Tontitown, Benton County; Delap caves, 4 miles west of Prairie Grove, Washington County; Denny cave, 3 miles northeast of Alabam, Madison County; War Eagle cave, 18 miles east of Rogers, Benton County; and Granny Dean cave, Black Oak Com- munity, Washington County",5,7,32.87,tmax,0.75,SD,9,critical,onset of spasm,1,NA,NA,held,Mar-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Spotila_1972
Plethodon yonahlossee,Plethodon,yonahlossee,NA,NA,"Arkansas Ozarks: Logan Springs cave, 10 miles west of Tontitown, Benton County; Delap caves, 4 miles west of Prairie Grove, Washington County; Denny cave, 3 miles northeast of Alabam, Madison County; War Eagle cave, 18 miles east of Rogers, Benton County; and Granny Dean cave, Black Oak Com- munity, Washington County",15,7,33.58,tmax,0.24,SD,10,critical,onset of spasm,1,NA,NA,held,Mar-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Spotila_1972
Plethodon yonahlossee,Plethodon,yonahlossee,NA,NA,"Arkansas Ozarks: Logan Springs cave, 10 miles west of Tontitown, Benton County; Delap caves, 4 miles west of Prairie Grove, Washington County; Denny cave, 3 miles northeast of Alabam, Madison County; War Eagle cave, 18 miles east of Rogers, Benton County; and Granny Dean cave, Black Oak Com- munity, Washington County",25,7,35.19,tmax,0.42,SD,10,critical,onset of spasm,1,NA,NA,held,Mar-Oct,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Spotila_1972
Sardinops melanostictus,Sardinops,melanostictus,NA,NA,Coastal waters of Japan,12,14,28.9,tmax,0.5,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Sardinops melanostictus,Sardinops,melanostictus,NA,NA,Coastal waters of Japan,15,14,29,tmax,0.4,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Sardinops melanostictus,Sardinops,melanostictus,NA,NA,Coastal waters of Japan,20,14,30.9,tmax,0.3,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Sardinops melanostictus,Sardinops,melanostictus,NA,NA,Coastal waters of Japan,26,14,33.6,tmax,0.2,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Sardinops melanostictus,Sardinops,melanostictus,NA,NA,Coastal waters of Japan,28,14,33.7,tmax,0.2,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Pseudocaranx dentex,Pseudocaranx,dentex,NA,NA,Coastal waters of Japan,15,14,30.8,tmax,0.3,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Pseudocaranx dentex,Pseudocaranx,dentex,NA,NA,Coastal waters of Japan,20,14,32.6,tmax,0.4,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Pseudocaranx dentex,Pseudocaranx,dentex,NA,NA,Coastal waters of Japan,23,14,33.9,tmax,0.3,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Pseudocaranx dentex,Pseudocaranx,dentex,NA,NA,Coastal waters of Japan,26,14,35.2,tmax,0.2,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Pseudocaranx dentex,Pseudocaranx,dentex,NA,NA,Coastal waters of Japan,29,14,36.1,tmax,0.1,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Parapristipoma trilineatum,Parapristipoma,trilineatum,NA,NA,Coastal waters of Japan,15,14,30.3,tmax,0.4,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Parapristipoma trilineatum,Parapristipoma,trilineatum,NA,NA,Coastal waters of Japan,20,14,32.7,tmax,0.4,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Parapristipoma trilineatum,Parapristipoma,trilineatum,NA,NA,Coastal waters of Japan,23,14,33.5,tmax,0.3,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Parapristipoma trilineatum,Parapristipoma,trilineatum,NA,NA,Coastal waters of Japan,26,14,35.5,tmax,0.1,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Parapristipoma trilineatum,Parapristipoma,trilineatum,NA,NA,Coastal waters of Japan,29,14,37.2,tmax,0.1,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Pagrus major,Pagrus,major,NA,NA,Coastal waters of Japan,14,14,28.5,tmax,0.2,SD,10,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Pagrus major,Pagrus,major,NA,NA,Coastal waters of Japan,20,14,31,tmax,0.4,SD,10,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Pagrus major,Pagrus,major,NA,NA,Coastal waters of Japan,23,14,33.2,tmax,0.3,SD,10,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Pagrus major,Pagrus,major,NA,NA,Coastal waters of Japan,25,14,34.2,tmax,0.3,SD,10,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Pagrus major,Pagrus,major,NA,NA,Coastal waters of Japan,28,14,35.7,tmax,0.3,SD,10,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Oplegnathus fasciatus,Oplegnathus,fasciatus,NA,NA,Coastal waters of Japan,15,14,33.3,tmax,0.3,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Oplegnathus fasciatus,Oplegnathus,fasciatus,NA,NA,Coastal waters of Japan,20,14,34.9,tmax,0.2,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Oplegnathus fasciatus,Oplegnathus,fasciatus,NA,NA,Coastal waters of Japan,25,14,37.1,tmax,0.1,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Oplegnathus fasciatus,Oplegnathus,fasciatus,NA,NA,Coastal waters of Japan,28,14,38.1,tmax,0.1,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Sillago japonica,Sillago,japonica,NA,NA,Coastal waters of Japan,15,14,31.4,tmax,0.4,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Sillago japonica,Sillago,japonica,NA,NA,Coastal waters of Japan,20,14,34.4,tmax,0.2,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Sillago japonica,Sillago,japonica,NA,NA,Coastal waters of Japan,25,14,36.5,tmax,0.2,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Sillago japonica,Sillago,japonica,NA,NA,Coastal waters of Japan,28,14,37.4,tmax,0.3,SD,5,critical,loss of equilibrium,0.083333333,NA,NA,held,NA,NA,adult,,,,,Marine,,wild,Morley,,Nikki,Tsushida_1995
Takydromus septentrionalis,Takydromus,septentrionalis,NA,NA,"Shengsi (30°43__N, 122°27__E), Zhoushan Islands; Lishui (28°46__N, 119°92__E);  Ningbo (29°56__N, 121°51__E;  Qinling (34°09__N, 108°55__E)",20,21,42.02,tmax,0.27,SE,80,critical,loss of righting ability,0.25,NA,NA,held,Apr,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Yang_et_al_2008
Takydromus septentrionalis,Takydromus,septentrionalis,NA,NA,"Shengsi (30°43__N, 122°27__E), Zhoushan Islands; Lishui (28°46__N, 119°92__E);  Ningbo (29°56__N, 121°51__E;  Qinling (34°09__N, 108°55__E)",25,21,43.37,tmax,0.08,SE,80,critical,loss of righting ability,0.25,NA,NA,held,Apr,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Yang_et_al_2008
Takydromus septentrionalis,Takydromus,septentrionalis,NA,NA,"Shengsi (30°43__N, 122°27__E), Zhoushan Islands; Lishui (28°46__N, 119°92__E);  Ningbo (29°56__N, 121°51__E;  Qinling (34°09__N, 108°55__E)",35,21,44.41,tmax,0.12,SE,80,critical,loss of righting ability,0.25,NA,NA,held,Apr,NA,adult,,,,,Terrestrial,,wild,Morley,,Nikki,Yang_et_al_2008
