Global variation in the thermal tolerances of plants,,,,,,,,,,,,
Lesley T. Lancaster and Aelys M. Humphreys,,,,,,,,,,,,
Proceedings of the National Academy of Sciences USA (2020),,,,,,,,,,,,
,,,,,,,,,,,,
Dataset S1:,,,,,,,,,,,,
,,,,,,,,,,,,
Plant species clean,Plant species pre-cleaning,Thermal Tolerance_deg.C,Tmin or Tmax,Tolerance measure,Hardened y/n,Hardening approach,Latitude,Longitude,Elevation,Plant family,Growth form,Reference (see sheet 2 for full citation information)
Populus_balsamifera,Populus_blasamifera,-80,Tmin,FR,y,laboratory acclimation,45.65,-89.45,479,Salicaceae,tree,"Sakai & Weiser, 1973"
Populus_balsamifera,Populus_balsam,48.43,Tmax,Tmax,y,seasonal variation in the wild,47.96,-91.75,420,Salicaceae,tree,"O’sullivan et al., 2017"
Populus_balsamifera,Populus_balsamifera,50.63,Tmax,Tmax,y,seasonal variation in the wild,68.63,-149.6,720,Salicaceae,tree,"O’sullivan et al., 2017"
Populus_deltoides,Populus_deltoides,-80,Tmin,FR,y,laboratory acclimation,40.41,-86.87,213,Salicaceae,tree,"Sakai & Weiser, 1973"
Populus_deltoides,Populus_deltoides,-50,Tmin,FR,y,laboratory acclimation,33.37,-91.02,35,Salicaceae,tree,"Sakai & Weiser, 1973"
Populus_deltoides,Populus_deltoides,58.28,Tmax,Tmax,y,seasonal variation in the wild,-35.28,149.11,571,Salicaceae,tree,"O’sullivan et al., 2017"
Populus_grandidentata,Populus_grandidentata,54.87,Tmax,Tmax,y,seasonal variation in the wild,41.41,-74.01,335,Salicaceae,tree,"O’sullivan et al., 2017"
Populus_nigra,Populus_nigra_'Italica',55.87,Tmax,Tmax,y,seasonal variation in the wild,-35.28,149.11,571,Salicaceae,tree,"O’sullivan et al., 2017"
Populus_tremula,Populus_tremula,46.81,Tmax,Tmax,y,seasonal variation in the wild,63.82,20.31,29,Salicaceae,tree,"O’sullivan et al., 2017"
Populus_tremula,Populus_tremula,48.4,Tmax,LT50,no_data,,59.67,10.78,105,Salicaceae,tree,"Gauslaa, 1984"
Populus_tremuloides,Populus_tremuloides,-80,Tmin,FR,y,laboratory acclimation,45.65,-89.45,479,Salicaceae,tree,"Sakai & Weiser, 1973"
Populus_tremuloides,Populus_tremuloides,54.38,Tmax,Tmax,y,seasonal variation in the wild,41.41,-74.01,335,Salicaceae,tree,"O’sullivan et al., 2017"
Populus_tremuloides,Populus_tremuloides,54.54,Tmax,Tmax,y,seasonal variation in the wild,47.96,-91.75,420,Salicaceae,tree,"O’sullivan et al., 2017"
Populus_trichocarpa,Populus_trichocarpa,-60,Tmin,FR,y,laboratory acclimation,44.56,-123.29,74,Salicaceae,tree,"Sakai & Weiser, 1973"
Populus_trichocarpa,Populus_trichocarpa,-60,Tmin,FR,y,laboratory acclimation,47.61,-122.31,111,Salicaceae,tree,"Sakai & Weiser, 1973"
Populus_trichocarpa,Populus_trichocarpa,-60,Tmin,FR,y,laboratory acclimation,58.41,-134.676,418,Salicaceae,tree,"Sakai & Weiser, 1973"
Portulaca_oleracea,Portulaca_oleracea,50,Tmax,LT50,no_data,,41.68,2.788,28,Portulacaceae,annual_herb,"Lange & Lange, 1963"
Potentilla_argentea,Potentilla_argentea,52.6,Tmax,LT50,no_data,,59.67,10.78,105,Rosaceae,perennial_herb,"Gauslaa, 1984"
Potentilla_crantzii,Potentilla_crantzii,51.7,Tmax,LT50,no_data,,62.307,9.6055,908,Rosaceae,perennial_herb,"Gauslaa, 1984"
Potentilla_gracilis,Potentilla_gracilis,43.6,Tmax,LT50,y,manipulation of environmental temperature in the field,38.883,-107.033,2920,Rosaceae,perennial_herb,"Loik & Harte, 1996"
Potentilla_gracilis,Potentilla_gracilis,46.8,Tmax,LT50,n,manipulation of environmental temperature in the field,38.883,-107.033,2920,Rosaceae,perennial_herb,"Loik & Harte, 1996"
Potentilla_nivea,Potentilla_nivea,49,Tmax,LT50,no_data,,69.25,-53.55,33,Rosaceae,perennial_herb,"Biebl, 1967"
Potentilla_nivea,Potentilla_nivea,49.5,Tmax,LT50,no_data,,62.307,9.6055,908,Rosaceae,perennial_herb,"Gauslaa, 1984"
Potentilla_nivea,Potentilla_nivea,55.32,Tmax,Tmax,y,seasonal variation in the wild,68.63,-149.6,720,Rosaceae,perennial_herb,"O’sullivan et al., 2017"
Pourouma_sp.,Pourouma_indet,56.4,Tmax,Tmax,y,seasonal variation in the wild,-3.95,-73.43,114,Urticaceae,tree,"O’sullivan et al., 2017"
Pouteria_subrotata,Pouteria_subrotata,67.05,Tmax,Tmax,y,seasonal variation in the wild,-3.95,-73.43,114,Sapotaceae,tree,"O’sullivan et al., 2017"
Prestoea_acuminata,Euterpe_globosa,-2,Tmin,LT50,no_data,,18.3,-66.5,NA,Arecaceae,tree,"Biebl, 1964"
Prestoea_acuminata,Euterpe_globosa,51,Tmax,LT50,no_data,,18.3,-66.5,NA,Arecaceae,tree,"Biebl, 1964"
Primula_macrophylla,Primula_macrophylla,38,Tmax,Tmax,no_data,,37,73.5,4350,Primulaceae,perennial_herb,"Larcher & Wagner, 1976"
Primula_minima,Primula_minima,-4,Tmin,LT100,no_data,,47.22,11.5,2050,Primulaceae,perennial_herb,"Larcher & Wagner, 1976"
Primula_minima,Primula_minima,48,Tmax,LT100,no_data,,47.22,11.5,2050,Primulaceae,perennial_herb,"Larcher & Wagner, 1976"
Primula_minima,Primula_minima,54,Tmax,Tmax,no_data,,47,11,2200,Primulaceae,perennial_herb,"Larcher & Wagner, 1976"
Primula_scandinavica,Primula_scandinavica,46.6,Tmax,LT50,no_data,,62.307,9.6055,908,Primulaceae,perennial_herb,"Gauslaa, 1984"
Prosopis_chilensis,Prosopis_chilensis,53.3,Tmax,LT50,n,laboratory acclimation,-33.173,-70.629,770,Fabaceae,tree,"Ortiz & Cardemil, 2001"
Prosopis_juliflora,Prosopis_juliflora,49,Tmax,LT50,no_data,,20.4,-13,630,Fabaceae,tree,"Lange, 1959"
Protium_opacum,Protium_opacum,51.32,Tmax,Tmax,y,seasonal variation in the wild,5.27,-52.92,21,Burseraceae,tree,"O’sullivan et al., 2017"
Prumnopitys_ferruginea,Podocarpus_ferrugineus,-10,Tmin,FR,y,laboratory acclimation,-42.7,171,90,Podocarpaceae,tree,"Sakai & Wardle, 1978"
Prunus_ilicifolia,Prunus_ilicifolia,60.8,Tmax,Tmax,no_data,,37.4,-122.2,80,Rosaceae,shrub,"Knight & Ackerly, 2002"
Pseudopanax_crassifolius,Pseudopanax_crassifolius,-12.1,Tmin,LT50,y,seasonal variation in the wild,-45.84,170.4,290,Araliaceae,tree,"Darrow et al., 2001"
Pseudopanax_crassifolius,Pseudopanax_crassifolius,-6.3,Tmin,LT50,n,seasonal variation in the wild,-45.84,170.4,290,Araliaceae,tree,"Darrow et al., 2001"
Pseudotsuga_menziesii,Pseudotsuga_menziesii,-40,Tmin,FR,y,laboratory acclimation,46.89,-116.57,1200,Pinaceae,tree,"Sakai & Weiser, 1973"
Pseudotsuga_menziesii,Pseudotsuga_menziesii,-25,Tmin,FR,y,laboratory acclimation,47.61,-122.31,111,Pinaceae,tree,"Sakai & Weiser, 1973"
Pseudotsuga_menziesii,Pseudotsuga_menziesii,-25,Tmin,FR,y,laboratory acclimation,48.76,-122.45,36,Pinaceae,tree,"Sakai & Weiser, 1973"
Pseudotsuga_menziesii,Pseudotsuga_menziesii,-20,Tmin,FR,y,laboratory acclimation,44.56,-123.29,74,Pinaceae,tree,"Sakai & Weiser, 1973"
Pseudotsuga_menziesii,Pseudotsuga_menziesii,48.1,Tmax,Tcrit,no_data,,42.895,-123,769,Pinaceae,tree,"Marias et al., 2016"
Pseudotsuga_menziesii,Pseudotsuga_menziesii,48.3,Tmax,Tcrit,no_data,,44.851,-123.818,348,Pinaceae,tree,"Marias et al., 2016"
Psidium_guajava,Psidium_guajava,49,Tmax,Tmax,no_data,,23.68,101.98,770,Myrtaceae,shrub,"Zhang et al., 2012"
Psoralea_bituminosa,Psoralea_bituminosa,46,Tmax,LT50,no_data,,41.68,2.788,28,Fabaceae,perennial_herb,"Lange & Lange, 1963"
Psychrophyton_grandiflorum,Raoulia_grandiflora,-7.6,Tmin,LT50,no_data,,-45.41805556,170.0913889,1240,Asteraceae,cushion,"Bannister et al., 2005"
Psychrophyton_hectori,Raoulia_hectorii,-8.7,Tmin,LT50,no_data,,-45.41805556,170.0913889,1240,Asteraceae,cushion,"Bannister et al., 2005"
Psydrax_latifolia,Psydrax_latifola,48.66,Tmax,T50,n,seasonal variation in the wild,-22.28,133.25,606,Rubiaceae,tree,"Zhu et al., 2018"
Psydrax_latifolia,Psydrax_latifola,54.57,Tmax,T50,y,seasonal variation in the wild,-22.28,133.25,606,Rubiaceae,tree,"Zhu et al., 2018"
Psydrax_latifolia,Psydrax_latifola,61.23,Tmax,Tmax,y,seasonal variation in the wild,-22.28,133.25,607,Rubiaceae,tree,"O’sullivan et al., 2017"
Pteridium_aquilinum,Pteridium_aquilinum,-2.5,Tmin,FT,y,seasonal variation in the wild,51.5,10,263,Dennstaedtiaceae,perennial_herb,"Kappen, 1964"
Pteridium_aquilinum,Pteridium_aquilinum,-2.5,Tmin,FT,n,seasonal variation in the wild,51.5,10,263,Dennstaedtiaceae,perennial_herb,"Kappen, 1964"
Ptilotus_holosericeus,Ptillotus_holosericeus,49.48,Tmax,T50,n,seasonal variation in the wild,-30.267,120.7,450,Amaranthaceae,perennial_herb,"Zhu et al., 2018"
Ptilotus_holosericeus,Ptillotus_holosericeus,49.61,Tmax,T50,y,seasonal variation in the wild,-30.267,120.7,450,Amaranthaceae,perennial_herb,"Zhu et al., 2018"
Ptilotus_holosericeus,Ptilotus_holosericeus,59.86,Tmax,Tmax,y,seasonal variation in the wild,-30.26,120.69,459,Amaranthaceae,perennial_herb,"O’sullivan et al., 2017"
Ptilotus_obovatus,Ptilotus_obovatus,48.16,Tmax,T50,n,seasonal variation in the wild,-30.267,120.7,450,Amaranthaceae,shrub,"Zhu et al., 2018"
Ptilotus_obovatus,Ptilotus_obovatus,51.05,Tmax,T50,y,seasonal variation in the wild,-30.267,120.7,450,Amaranthaceae,shrub,"Zhu et al., 2018"
Ptilotus_obovatus,Ptilotus_obovatus,60.24,Tmax,Tmax,y,seasonal variation in the wild,-30.26,120.69,459,Amaranthaceae,shrub,"O’sullivan et al., 2017"
Pulsatilla_vernalis,Pulsatilla_vernalis,51,Tmax,LT50,no_data,,62.307,9.6055,908,Ranunculaceae,perennial_herb,"Gauslaa, 1984"
Pygeum_turnerianum,Prunus_turneriana,48.12,Tmax,T50,n,seasonal variation in the wild,-17.117,145.633,712,Rosaceae,tree,"Zhu et al., 2018"
Pygeum_turnerianum,Prunus_turneriana,49.69,Tmax,T50,y,seasonal variation in the wild,-17.117,145.633,712,Rosaceae,tree,"Zhu et al., 2018"
Pygeum_turnerianum,Prunus_Turneriana,56.41,Tmax,Tmax,y,seasonal variation in the wild,-17.12,145.63,728,Rosaceae,tree,"O’sullivan et al., 2017"
Pyrola_grandiflora,Pyrola_grandiflora,-7,Tmin,LT50,no_data,,69.25,-53.55,33,Ericaceae,perennial_herb,"Biebl, 1967"
Pyrola_grandiflora,Pyrola_grandiflora,49,Tmax,LT50,no_data,,69.25,-53.55,33,Ericaceae,perennial_herb,"Biebl, 1967"
Pyrrosia_hastata,Pyrrosia_tricuspis,-40,Tmin,LT50,no_data,,43.25,142.65,NA,Polypodiaceae,perennial_herb,"Sato, 1982"
Quercus_agrifolia,Quercus_agrifolia,62.4,Tmax,Tmax,no_data,,37.4,-122.2,80,Fagaceae,tree,"Knight & Ackerly, 2002"
Quercus_aliena,Quercus_aliena,51.5,Tmax,Tmax,no_data,,23.68,101.98,770,Fagaceae,tree,"Zhang et al., 2012"
Quercus_coccifera,Quercus_coccifera,-12,Tmin,LT50,no_data,,45.65,10.72,65,Fagaceae,shrub,"Larcher, 2000"
Quercus_coccifera,Quercus_coccifera,53,Tmax,LT50,no_data,,41.68,2.788,28,Fagaceae,shrub,"Lange & Lange, 1963"
Quercus_coccifera,Quercus_calliprinos,59,Tmax,LT50,no_data,,31.767,35.234,754,Fagaceae,shrub,"Konis, 1949"
Quercus_cocciferoides,Quercus_cocciferoides,49.8,Tmax,Tmax,no_data,,23.68,101.98,770,Fagaceae,tree,"Zhang et al., 2012"
Quercus_garryana,Quercus_garryana,-15,Tmin,FR,y,laboratory acclimation,44.56,-123.29,74,Fagaceae,tree,"Sakai & Weiser, 1973"
Quercus_ilex,Quercus_ilex,-16,Tmin,LT100,y,seasonal variation in the wild,45.883,10.8333,70,Fagaceae,tree,"Larcher, 1954"
Quercus_ilex,Quercus_ilex,-15,Tmin,LT50,no_data,,45.65,10.72,65,Fagaceae,tree,"Larcher, 2000"
Quercus_ilex,Quercus_ilex,-8,Tmin,LT100,n,seasonal variation in the wild,45.883,10.8333,70,Fagaceae,tree,"Larcher, 1954"
Quercus_ilex,Quercus_ilex,51,Tmax,LT50,no_data,,41.744,2.464,1020,Fagaceae,tree,"Lange & Lange, 1962"
Quercus_ilex,Quercus_ilex,51.5,Tmax,LT50,no_data,,41.744,2.464,800,Fagaceae,tree,"Lange & Lange, 1962"
Quercus_ilex,Quercus_ilex,51.5,Tmax,LT50,no_data,,41.744,2.464,900,Fagaceae,tree,"Lange & Lange, 1962"
Quercus_ilex,Quercus_ilex,52,Tmax,LT50,no_data,,41.744,2.464,580,Fagaceae,tree,"Lange & Lange, 1962"
Quercus_ilex,Quercus_ilex,53,Tmax,LT50,no_data,,41.744,2.464,380,Fagaceae,tree,"Lange & Lange, 1962"
Quercus_ilex,Quercus_ilex,54,Tmax,LT50,no_data,,41.68,2.788,28,Fagaceae,tree,"Lange & Lange, 1963"
Quercus_ilex,Quercus_ilex,54,Tmax,LT50,no_data,,41.744,2.464,180,Fagaceae,tree,"Lange & Lange, 1962"
Quercus_ilex,Quercus_ilex,55,Tmax,LT50,no_data,,41.744,2.464,50,Fagaceae,tree,"Lange & Lange, 1962"
Quercus_lyrata,Quercus_lyrata,-20,Tmin,FR,y,laboratory acclimation,33.37,-91.02,35,Fagaceae,tree,"Sakai & Weiser, 1973"
Quercus_macrocarpa,Quercus_macrocarpa,-60,Tmin,FR,y,laboratory acclimation,45,-92.9,283,Fagaceae,tree,"Sakai & Weiser, 1973"
Quercus_michauxii,Quercus_michauxi,-20,Tmin,FR,y,laboratory acclimation,33.37,-91.02,35,Fagaceae,tree,"Sakai & Weiser, 1973"
Quercus_michauxii,Quercus_prinus,57.26,Tmax,Tmax,y,seasonal variation in the wild,41.41,-74.01,335,Fagaceae,tree,"O’sullivan et al., 2017"
Quercus_rubra,Quercus_rubra,57.71,Tmax,Tmax,y,seasonal variation in the wild,41.41,-74.01,335,Fagaceae,tree,"O’sullivan et al., 2017"
Quercus_stellata,Quercus_stellata,57.17,Tmax,Tmax,y,seasonal variation in the wild,30.6,-96.4,103,Fagaceae,tree,"O’sullivan et al., 2017"
Quercus_suber,Quercus_suber,-11,Tmin,LT50,no_data,,45.65,10.72,65,Fagaceae,tree,"Larcher, 2000"
Quercus_suber,Quercus_suber,53,Tmax,LT50,no_data,,41.68,2.788,28,Fagaceae,tree,"Lange & Lange, 1963"
Quercus_virginiana,Quercus_virginiana,-8,Tmin,FR,y,laboratory acclimation,33.37,-91.02,35,Fagaceae,tree,"Sakai & Weiser, 1973"
Quintinia_acutifolia,Quintinia_acutifolia,-8,Tmin,FR,y,laboratory acclimation,-42.7,171,90,Paracryphiaceae,tree,"Sakai & Wardle, 1978"
Ranunculus_cortusifolius,Ranunculus_cortusifolius,42,Tmax,LT50,no_data,,28.7,-18,NA,Ranunculaceae,perennial_herb,"Lösch, 1980"
Ranunculus_glacialis,Ranunculus_glacialis,45.4,Tmax,Tmax,no_data,,47.2,11.45,2165,Ranunculaceae,perennial_herb,"Buchner et al., 2015"
Ranunculus_glacialis,Ranunculus_glacialis,47.1,Tmax,LT50,no_data,,60.6,7.5,1248,Ranunculaceae,perennial_herb,"Gauslaa, 1984"
Ranunculus_nivalis,Ranunculus_nivalis,47.6,Tmax,LT50,no_data,,62.307,9.6055,908,Ranunculaceae,perennial_herb,"Gauslaa, 1984"
Ranunculus_oreophytus,Ranunculus_oreophytus,-14,Tmin,LT50,no_data,,-0.157,37.307,4200,Ranunculaceae,perennial_herb,"Beck, 1994"
Ranunculus_pygmaeus,Ranunculus_pygmaeus,46.2,Tmax,LT50,no_data,,60.6,7.5,1248,Ranunculaceae,perennial_herb,"Gauslaa, 1984"
Recordoxylon_speciosum,Recordoxylon_speciosum,60.48,Tmax,Tmax,y,seasonal variation in the wild,5.27,-52.92,21,Fabaceae,tree,"O’sullivan et al., 2017"
Renealmia_jamaicensis,Alpinia_antillarum,-2,Tmin,LT50,no_data,,18.3,-66.5,NA,Zingiberaceae,perennial_herb,"Biebl, 1964"
Rhamnus_alaternus,Rhamnus_alaternus,-12,Tmin,LT50,no_data,,45.65,10.72,65,Rhamnaceae,shrub,"Larcher, 2000"
Rhamnus_alaternus,Rhamnus_alaternus,52,Tmax,LT50,no_data,,41.68,2.788,28,Rhamnaceae,shrub,"Lange & Lange, 1963"
Rhamnus_alaternus,Rhamnus_alaternus,59,Tmax,LT50,no_data,,31.767,35.234,754,Rhamnaceae,shrub,"Konis, 1949"
Rhamnus_californica,Rhamnus_californica,59.1,Tmax,Tmax,no_data,,37.4,-122.2,80,Rhamnaceae,shrub,"Knight & Ackerly, 2002"
Rhamnus_crocea,Rhamnus_crocea,58.6,Tmax,Tmax,no_data,,37.4,-122.2,80,Rhamnaceae,shrub,"Knight & Ackerly, 2002"
Rhamnus_lycioides,Rhamnus_palaestina,53,Tmax,LT50,no_data,,31.767,35.234,754,Rhamnaceae,shrub,"Konis, 1949"
Rhizogonium_spiniforme,Rhizogonium_spiniforme,-16,Tmin,LT50,no_data,,18.3,-66.5,NA,Rhizogoniaceae,bryophyte,"Biebl, 1964"
Rhizogonium_spiniforme,Rhizogonium_spiniforme,42.5,Tmax,LT50,no_data,,18.3,-66.5,NA,Rhizogoniaceae,bryophyte,"Biebl, 1964"
Rhizophora_mangle,Rhizophora_mangle,0,Tmin,LT50,no_data,,18.3,-66.5,NA,Rhizophoraceae,tree,"Biebl, 1964"
Rhizophora_mangle,Rhizophora_mangle,51,Tmax,LT50,no_data,,18.3,-66.5,NA,Rhizophoraceae,tree,"Biebl, 1964"
Rhododendron_atropurpureum,Rhododendron_atropurpureum,-4,Tmin,FR,no_data,,-5.8,144,3400,Ericaceae,shrub,"Sakai & Larcher, 1987"
Rhododendron_aureum,Rhododendron_aureum,-50,Tmin,FR,y,seasonal variation in the wild,43.6,143,1904,Ericaceae,shrub,"Sakai & Ōtsuka, 1970"
Rhododendron_aureum,Rhododendron_aurum,-20,Tmin,FR,no_data,,43.6,143,1904,Ericaceae,shrub,"Sakai & Ōtsuka, 1970"
Rhododendron_aureum,Rhododendron_aureum,-7,Tmin,FR,n,seasonal variation in the wild,43.6,143,1904,Ericaceae,shrub,"Sakai & Ōtsuka, 1970"
Rhododendron_ferrugineum,Rhododendrum_ferrugineum,-3.6,Tmin,LT50,no_data,,47.2,11.45,1950,Ericaceae,shrub,"Taschler et al., 2004"
Rhododendron_gaultheriifolium,Rhododendron_gaultherifolium,-3,Tmin,FR,no_data,,-5.8,144,3500,Ericaceae,shrub,"Sakai & Larcher, 1987"
Rhododendron_lapponicum,Rhododendron_lapponicum,55.34,Tmax,Tmax,y,seasonal variation in the wild,68.63,-149.6,720,Ericaceae,shrub,"O’sullivan et al., 2017"
Rhododendron_womersleyii,Rhododendron_womersleyii,-4,Tmin,FR,no_data,,-5.8,144,3500,Ericaceae,shrub,"Sakai & Larcher, 1987"
Ribes_californicum,Ribes_californicum,54.1,Tmax,Tmax,no_data,,37.4,-122.2,80,Grossulariaceae,shrub,"Knight & Ackerly, 2002"
Richeria_grandis,Richeria_grandis,73.13,Tmax,Tmax,y,seasonal variation in the wild,-3.95,-73.43,114,Phyllanthaceae,tree,"O’sullivan et al., 2017"
Rinorea_hummelii,Rinorea_hummelii,59.72,Tmax,Tmax,y,seasonal variation in the wild,10.38,-84.62,600,Violaceae,tree,"O’sullivan et al., 2017"
Rockinghamia_angustifolia,Rockinghamia_angustifolia,48.88,Tmax,T50,y,seasonal variation in the wild,-17,145.27,567,Euphorbiaceae,tree,"Zhu et al., 2018"
Rockinghamia_angustifolia,Rockinghamia_angustifolia,55.9,Tmax,Tmax,y,seasonal variation in the wild,-16.1,145.45,90,Euphorbiaceae,tree,"O’sullivan et al., 2017"
Rosmarinus_officinalis,Rosmarinus_officinalis,50,Tmax,LT50,no_data,,41.68,2.788,28,Lamiaceae,shrub,"Lange & Lange, 1963"
Rubia_fruticosa,Rubia_fruticosa,50,Tmax,LT50,no_data,,28.3,-17,NA,Rubiaceae,shrub,"Lösch, 1980"
Rubia_peregrina,Rubia_peregrina,50,Tmax,LT50,no_data,,41.68,2.788,28,Rubiaceae,perennial_herb,"Lange & Lange, 1963"
Rubia_peregrina,Rubia_angustifolia,51,Tmax,LT50,no_data,,28.3,-17,NA,Rubiaceae,perennial_herb,"Lösch, 1980"
Rubus_chamaemorus,Rubus_chamaemorus,48.7,Tmax,LT50,no_data,,62.307,9.6055,908,Rosaceae,perennial_herb,"Gauslaa, 1984"
Rubus_chamaemorus,Rubus_chamaemorus,51.84,Tmax,Tmax,y,seasonal variation in the wild,68.63,-149.6,720,Rosaceae,perennial_herb,"O’sullivan et al., 2017"
Rubus_ulmifolius,Rubus_ulmifolius,47,Tmax,LT50,no_data,,28.3,-17,NA,Rosaceae,shrub,"Lösch, 1980"
Ruellia_coccinea,Ruellia_coccinea,4,Tmin,LT50,no_data,,18.3,-66.5,NA,Acanthaceae,shrub,"Biebl, 1964"
Ruellia_coccinea,Ruellia_coccinea,47,Tmax,LT50,no_data,,18.3,-66.5,NA,Acanthaceae,shrub,"Biebl, 1964"
Ruilopezia_atropurpurea,Espeletia_atropurpurea,-6.4,Tmin,LT50,no_data,,8.87,-70.75,3100,Asteraceae,perennial_herb,"Goldstein et al., 1985"
Ruilopezia_floccosa,Espeletia_floccosa,-8.5,Tmin,LT50,no_data,,8.87,-70.75,3560,Asteraceae,shrub,"Goldstein et al., 1985"
Ruilopezia_jahnii,Espeletia_jahnii,-5.7,Tmin,LT50,no_data,,8.87,-70.75,3100,Asteraceae,shrub,"Goldstein et al., 1985"
Ruilopezia_lindenii,Espeletia_lindenii,-7.5,Tmin,LT50,no_data,,8.87,-70.75,2850,Asteraceae,shrub,"Goldstein et al., 1985"
Ruscus_aculeatus,Ruscus_aculeatus,56,Tmax,LT50,no_data,,41.68,2.788,28,Asparagaceae,perennial_herb,"Lange & Lange, 1963"
Salix_arbuscula,Salix_arbuscula,44,Tmax,LT50,no_data,,62.307,9.6055,908,Salicaceae,shrub,"Gauslaa, 1984"
Salix_caprea,Salix_caprea,54.51,Tmax,Tmax,y,seasonal variation in the wild,63.82,20.31,29,Salicaceae,shrub,"O’sullivan et al., 2017"
Salix_glauca,Salix_glauca,-5.5,Tmin,LT50,no_data,,69.25,-53.55,33,Salicaceae,shrub,"Biebl, 1967"
Salix_glauca,Salix_glauca,43,Tmax,LT50,no_data,,69.25,-53.55,33,Salicaceae,shrub,"Biebl, 1967"
Salix_glauca,Salix_glauca,44.5,Tmax,LT50,no_data,,62.307,9.6055,908,Salicaceae,shrub,"Gauslaa, 1984"
Salix_hastata,Salix_hastata,44,Tmax,LT50,no_data,,62.307,9.6055,908,Salicaceae,shrub,"Gauslaa, 1984"
Salix_herbacea,Salix_herbacea,46.5,Tmax,LT50,no_data,,60.6,7.5,1248,Salicaceae,shrub,"Gauslaa, 1984"
Salix_herbacea,Salix_herbacea,49,Tmax,LT50,no_data,,69.25,-53.55,33,Salicaceae,shrub,"Biebl, 1967"
Salix_lanata,Salix_lanata,46.3,Tmax,LT50,no_data,,60.6,7.5,1248,Salicaceae,shrub,"Gauslaa, 1984"
Salix_lapponum,Salix_lapponum,46.2,Tmax,LT50,no_data,,60.6,7.5,1248,Salicaceae,shrub,"Gauslaa, 1984"
Salix_myrsinites,Salix_myrsinites,46.1,Tmax,LT50,no_data,,60.6,7.5,1248,Salicaceae,shrub,"Gauslaa, 1984"
Salix_nigra,Salix_nigra,-80,Tmin,FR,y,laboratory acclimation,40.41,-86.87,213,Salicaceae,tree,"Sakai & Weiser, 1973"
Salix_nigra,Salix_nigra,-60,Tmin,FR,y,laboratory acclimation,33.37,-91.02,35,Salicaceae,tree,"Sakai & Weiser, 1973"
Salix_pauciflora,Salix_pauciflora,-70,Tmin,FR,y,seasonal variation in the wild,43.6,143,1904,Salicaceae,shrub,"Sakai & Ōtsuka, 1970"
Salix_pauciflora,Salix_pauciflora,-7,Tmin,FR,n,seasonal variation in the wild,43.6,143,1904,Salicaceae,shrub,"Sakai & Ōtsuka, 1970"
Salix_reticulata,Salix_reticulate,47.6,Tmax,LT50,no_data,,60.6,7.5,1248,Salicaceae,shrub,"Gauslaa, 1984"
Salix_reticulata,Salix_reticulata,50.93,Tmax,Tmax,y,seasonal variation in the wild,68.63,-149.6,720,Salicaceae,shrub,"O’sullivan et al., 2017"
Salix_scouleriana,Salix_scouleriana,-60,Tmin,FR,y,laboratory acclimation,47.61,-122.31,111,Salicaceae,shrub,"Sakai & Weiser, 1973"
Salix_sp.,Salix_x_sepulcralis_'Chrysocoma',49.74,Tmax,Tmax,y,seasonal variation in the wild,-35.28,149.11,571,Salicaceae,shrub,"O’sullivan et al., 2017"
Salsola_foetida,Salsola_foetida,48,Tmax,LT50,no_data,,18.1,-16,3,Amaranthaceae,shrub,"Lange, 1959"
Salvadora_persica,Salvadora_persica,52,Tmax,LT50,no_data,,17.02,-16.07,16,Salvadoraceae,shrub,"Lange, 1959"
Salvia_dorrii,Salvia_dorrii,54.9,Tmax,Tmax,no_data,,35.183,-116.067,284,Lamiaceae,shrub,"Knight & Ackerly, 2002"
Salvia_leucophylla,Salvia_leucophylla,53,Tmax,Tmax,no_data,,34.45,-119.52,NA,Lamiaceae,shrub,"Knight & Ackerly, 2002"
Salvia_mellifera,Salvia_mellifera,50.7,Tmax,Tmax,no_data,,34.45,-119.52,NA,Lamiaceae,shrub,"Knight & Ackerly, 2002"
Salvia_mohavensis,Salvia_mojavensis,52.7,Tmax,Tmax,no_data,,35.183,-116.067,284,Lamiaceae,shrub,"Knight & Ackerly, 2002"
Sambucus_nigra,Sambucus_nigra,48.5,Tmax,LT50,no_data,,59.67,10.78,105,Adoxaceae,shrub,"Gauslaa, 1984"
Sambucus_nigra,Sambucus_mexicana,55.6,Tmax,Tmax,no_data,,37.4,-122.2,80,Adoxaceae,shrub,"Knight & Ackerly, 2002"
Sambucus_racemosa,Sambucus_racemose,48.2,Tmax,LT50,no_data,,59.67,10.78,105,Adoxaceae,shrub,"Gauslaa, 1984"
Santalum_acuminatum,Santalum_acuminatum,51.7,Tmax,T50,no_data,,-32.46,137.74,14,Santalaceae,shrub,"Curtis, 2017"
Santalum_acuminatum,Santalum_lanceolatum,53.1,Tmax,T50,no_data,,-32.46,137.74,14,Santalaceae,shrub,"Curtis, 2017"
Santalum_acuminatum,Santalum_acuminatum,53.4,Tmax,Tmax,y,seasonal variation in the wild,-30.24,115.06,5,Santalaceae,shrub,"O’sullivan et al., 2017"
Saussurea_alpina,Saussurea_alpine,47.7,Tmax,LT50,no_data,,60.6,7.5,1248,Asteraceae,perennial_herb,"Gauslaa, 1984"
Saxifraga_adscendens,Saxifraga_adscendens,44.8,Tmax,LT50,no_data,,60.6,7.5,1248,Saxifragaceae,annual_herb,"Gauslaa, 1984"
