Global variation in the thermal tolerances of plants,,,,,,,,,,,,
Lesley T. Lancaster and Aelys M. Humphreys,,,,,,,,,,,,
Proceedings of the National Academy of Sciences USA (2020),,,,,,,,,,,,
,,,,,,,,,,,,
Dataset S1:,,,,,,,,,,,,
,,,,,,,,,,,,
Plant species clean,Plant species pre-cleaning,Thermal Tolerance_deg.C,Tmin or Tmax,Tolerance measure,Hardened y/n,Hardening approach,Latitude,Longitude,Elevation,Plant family,Growth form,Reference (see sheet 2 for full citation information)
Cassiope_tetragona,Cassiope_tetragonum,47,Tmax,LT50,no_data,,69.25,-53.55,33,Ericaceae,cushion,"Biebl, 1967"
Cassiope_tetragona,Cassiope_tetragona,48.96,Tmax,Tmax,y,seasonal variation in the wild,68.63,-149.6,720,Ericaceae,cushion,"O’sullivan et al., 2017"
Castanospermum_australe,Castanospermum_australe,-5.7,Tmin,LT50,no_data,,-26.633,153,40,Fabaceae,tree,"Cunningham & Read, 2006"
Castanospermum_australe,Castanospermum_australe,44.16,Tmax,T50,y,seasonal variation in the wild,-17,145.27,567,Fabaceae,tree,"Zhu et al., 2018"
Castanospermum_australe,Castanospermum_australe,54.6,Tmax,LT50,no_data,,-26.633,153,40,Fabaceae,tree,"Cunningham & Read, 2006"
Castanospermum_australe,Castanospermum_australe,59.16,Tmax,Tmax,y,seasonal variation in the wild,-16.1,145.45,90,Fabaceae,tree,"O’sullivan et al., 2017"
Castilleja_fissifolia,Castilleja_fissifolia,-14.8,Tmin,LT50,no_data,,8.867,-70.75,4200,Orobanchaceae,shrub,"Squeo et al., 1991"
Casuarina_pauper,Casuarina_pauper,51.6,Tmax,T50,no_data,,-32.46,137.74,14,Casuarinaceae,tree,"Curtis, 2017"
Cathedra_acuminata,Cathedra_acuminata,74.44,Tmax,Tmax,y,seasonal variation in the wild,-3.95,-73.43,114,Olacaceae,tree,"O’sullivan et al., 2017"
Ceanothus_cuneatus,Ceonothus_cuneatus,57.8,Tmax,Tmax,no_data,,37.4,-122.2,80,Rhamnaceae,shrub,"Knight & Ackerly, 2002"
Ceanothus_oliganthus,Ceonothus_oliganthus,54.8,Tmax,Tmax,no_data,,37.4,-122.2,80,Rhamnaceae,shrub,"Knight & Ackerly, 2002"
Cecropia_peltata,Cecropia_peltata,2.5,Tmin,LT50,no_data,,18.3,-66.5,NA,Urticaceae,tree,"Biebl, 1964"
Cecropia_peltata,Cecropia_peltata,49,Tmax,LT50,no_data,,18.3,-66.5,NA,Urticaceae,tree,"Biebl, 1964"
Cedrus_atlantica,Cedrus_atlantica,-17,Tmin,LT100,y,seasonal variation in the wild,45.883,10.8333,70,Pinaceae,tree,"Larcher, 1954"
Cedrus_atlantica,Cedrus_atlantica,-8,Tmin,LT100,n,seasonal variation in the wild,45.883,10.8333,70,Pinaceae,tree,"Larcher, 1954"
Cedrus_deodara,Cedrus_deodara,-17,Tmin,LT100,y,seasonal variation in the wild,45.883,10.8333,70,Pinaceae,tree,"Larcher, 1954"
Cedrus_deodara,Cedrus_deodara,-8,Tmin,LT100,n,seasonal variation in the wild,45.883,10.8333,70,Pinaceae,tree,"Larcher, 1954"
Celmisia_argentea,Celmisia_argentea,-7.7,Tmin,LT50,no_data,,-45.41805556,170.0913889,1240,Asteraceae,shrub,"Bannister et al., 2005"
Celmisia_brevifolia,Celmisia_brevifolia,-8.5,Tmin,LT50,no_data,,-45.41805556,170.0913889,1240,Asteraceae,cushion,"Bannister et al., 2005"
Celmisia_haastii,Celmisia_haastii,-13.8,Tmin,LT50,no_data,,-44.885,169.0988889,1520,Asteraceae,cushion,"Bannister et al., 2005"
Celmisia_haastii,Celmisia_haastii,-9.1,Tmin,LT50,no_data,,-45.32638889,169.2061111,1650,Asteraceae,cushion,"Bannister et al., 2005"
Celmisia_haastii,Celmisia_haastii,-8.1,Tmin,LT50,no_data,,-45.41805556,170.0913889,1240,Asteraceae,cushion,"Bannister et al., 2005"
Celmisia_prorepens,Celmisia_prorepens,-7.9,Tmin,LT50,no_data,,-45.41805556,170.0913889,1240,Asteraceae,cushion,"Bannister et al., 2005"
Celmisia_viscosa,Celmisia_viscosa,-17.8,Tmin,LT50,no_data,,-44.885,169.0988889,1520,Asteraceae,shrub,"Bannister et al., 2005"
Celmisia_viscosa,Celmisia_viscosa,-13.8,Tmin,LT50,no_data,,-45.32638889,169.2061111,1650,Asteraceae,shrub,"Bannister et al., 2005"
Celmisia_viscosa,Celmisia_viscosa,-12.4,Tmin,LT50,no_data,,-45.41805556,170.0913889,1240,Asteraceae,shrub,"Bannister et al., 2005"
Celtis_occidentalis,Celtis_occidentalis,-40,Tmin,FR,y,laboratory acclimation,45,-92.9,283,Cannabaceae,tree,"Sakai & Weiser, 1973"
Cephalozia_bicuspidata,Cephalozia_bicuspidata,-11,Tmin,LT50,no_data,,69.25,-53.55,33,Cephaloziaceae,bryophyte,"Biebl, 1967"
Cephalozia_bicuspidata,Cephalozia_bicuspidata,45,Tmax,LT50,no_data,,69.25,-53.55,33,Cephaloziaceae,bryophyte,"Biebl, 1967"
Cerastium_alpinum,Cerastium_alpinum,49,Tmax,LT50,no_data,,69.25,-53.55,33,Caryophyllaceae,cushion,"Biebl, 1967"
Cerastium_cerastoides,Cerastium_cerastoides,45.4,Tmax,LT50,no_data,,62.307,9.6055,908,Caryophyllaceae,cushion,"Gauslaa, 1984"
Cerastium_floccosum,Cerastium_floccosum,-14.3,Tmin,LT50,no_data,,-0.33,-78.2,4138,Caryophyllaceae,cushion,"Sklenář et al., 2010"
Ceratonia_siliqua,Ceratonia_siliqua,-6,Tmin,LT50,no_data,,45.65,10.72,65,Fabaceae,tree,"Larcher, 2000"
Ceratonia_siliqua,Ceratonia_siliqua,50.5,Tmax,LT50,no_data,,31.767,35.234,754,Fabaceae,tree,"Konis, 1949"
Ceratonia_siliqua,Ceratonia_siliqua,51,Tmax,LT50,no_data,,41.68,2.788,28,Fabaceae,tree,"Lange & Lange, 1963"
Ceratopetalum_apetalum,Ceratopetalum_apetalum,-5.3,Tmin,LT50,y,glasshouse vs. outdoors,-31.167,152.4,1050,Cunoniaceae,tree,"Read & Hill, 1989"
Ceratopetalum_apetalum,Ceratopetalum_apetalum,-4.8,Tmin,LT50,n,glasshouse vs. outdoors,-31.167,152.4,1050,Cunoniaceae,tree,"Read & Hill, 1989"
Ceratopetalum_succirubrum,Ceratopetalum_succirubrum,49.39,Tmax,T50,n,seasonal variation in the wild,-17.117,145.633,712,Cunoniaceae,tree,"Zhu et al., 2018"
Ceratopetalum_succirubrum,Ceratopetalum_succirubrum,50.51,Tmax,T50,y,seasonal variation in the wild,-17.117,145.633,712,Cunoniaceae,tree,"Zhu et al., 2018"
Ceratopetalum_succirubrum,Ceratopetalum_succirubrum,54.78,Tmax,Tmax,y,seasonal variation in the wild,-17.12,145.63,728,Cunoniaceae,tree,"O’sullivan et al., 2017"
Cercis_siliquastrum,Cercis_siliquastrum,56,Tmax,LT50,no_data,,31.767,35.234,754,Fabaceae,tree,"Konis, 1949"
Cercocarpus_betuloides,Cercocarpus_betuloides,57.1,Tmax,Tmax,no_data,,37.4,-122.2,80,Rosaceae,shrub,"Knight & Ackerly, 2002"
Cestrum_macrophyllum,Cestrum_macrophyllum,-2,Tmin,LT50,no_data,,18.3,-66.5,NA,Solanaceae,shrub,"Biebl, 1964"
Chamaecytisus_prolifer,Chamaecytisus_prolifer,46,Tmax,LT50,no_data,,28.3,-17,NA,Fabaceae,tree,"Lösch, 1980"
Chamaerops_humilis,Chamaerops_humilis,-14,Tmin,LT100,y,seasonal variation in the wild,45.883,10.8333,70,Arecaceae,shrub,"Larcher, 1954"
Chamaerops_humilis,Chamaerops_hum.,-12,Tmin,LT100,n,seasonal variation in the wild,45.883,10.8333,70,Arecaceae,shrub,"Larcher, 1954"
Chandonanthus_setiformis,Chondonanthus_setiformis,-16,Tmin,LT50,no_data,,69.25,-53.55,33,Anastrophyllaceae,bryophyte,"Biebl, 1967"
Chandonanthus_setiformis,Chondonanthus_setiformis,45,Tmax,LT50,no_data,,69.25,-53.55,33,Anastrophyllaceae,bryophyte,"Biebl, 1967"
Cheilanthes_pteridioides,Cheilanthes_fragans,-10,Tmin,FR,no_data,,39.7,2.7,NA,Pteridaceae,perennial_herb,"Kappen, 1964"
Chenopodium_quinoa,Chenopodium_quinoa,-5.8,Tmin,LT50,y,laboratory acclimation,-12.4,-75.6,3800,Amaranthaceae,annual_herb,"Jacobsen et al., 2007"
Chenopodium_quinoa,Chenopodium_quinoa,-5,Tmin,LT50,y,laboratory acclimation,-12.4,-75.6,2900,Amaranthaceae,annual_herb,"Jacobsen et al., 2007"
Chenopodium_quinoa,Chenopodium_quinoa,-3.1,Tmin,LT50,n,laboratory acclimation,-12.4,-75.6,3800,Amaranthaceae,annual_herb,"Jacobsen et al., 2007"
Chenopodium_quinoa,Chenopodium_quinoa,-2.5,Tmin,LT50,n,laboratory acclimation,-12.4,-75.6,2900,Amaranthaceae,annual_herb,"Jacobsen et al., 2007"
Chionohebe_thomsonii,Chionohebe_thomsonii,-13.1,Tmin,LT50,no_data,,-44.885,169.0988889,1520,Plantaginaceae,cushion,"Bannister et al., 2005"
Christella_lanosa,Aspidium_pallidum,-3,Tmin,FR,no_data,,39.7,2.7,NA,Thelypteridaceae,perennial_herb,"Kappen, 1964"
Chrozophora_senegalensis,Chrozophora_senegalensis,48,Tmax,LT50,no_data,,20.7,-13,317,Euphorbiaceae,shrub,"Lange, 1959"
Chrysosplenium_alternifolium,Chrysoplenium__alternifolium,45.3,Tmax,LT50,no_data,,59.67,10.78,105,Saxifragaceae,perennial_herb,"Gauslaa, 1984"
Chuquiraga_jussieui,Chuquiraga_jussieui,-17.7,Tmin,LT50,no_data,,-0.33,-78.2,4138,Asteraceae,shrub,"Sklenář et al., 2010"
Cinchona_macrocalyx,Cinchona_macrocalyx,56.6,Tmax,Tmax,y,seasonal variation in the wild,-13.19,-71.59,3000,Rubiaceae,shrub,"O’sullivan et al., 2017"
Cinnamomum_floccosum,Cinnamomum_floccosum,58.03,Tmax,Tmax,y,seasonal variation in the wild,-13.19,-71.59,3000,Lauraceae,shrub,"O’sullivan et al., 2017"
Cirsium_helenioides,Cirsium_helenoides,46.3,Tmax,LT50,no_data,,60.6,7.5,1248,Asteraceae,annual_herb,"Gauslaa, 1984"
Cirsium_nivale,Senecio_nivalis,-12.1,Tmin,LT50,no_data,,-0.33,-78.2,4138,Asteraceae,perennial_herb,"Sklenář et al., 2010"
Cistus_albidus,Cistus_albidus,47,Tmax,LT50,no_data,,41.68,2.788,28,Cistaceae,shrub,"Lange & Lange, 1963"
Cistus_monspeliensis,Cistus_monspeliensis,46,Tmax,LT50,no_data,,41.68,2.788,28,Cistaceae,shrub,"Lange & Lange, 1963"
Cistus_monspeliensis,Cistus_monspeliensis,46,Tmax,LT50,no_data,,28.3,-17,NA,Cistaceae,shrub,"Lösch, 1980"
Cistus_salviifolius,Cistus_salviaefolius,46,Tmax,LT50,no_data,,41.744,2.464,900,Cistaceae,shrub,"Lange & Lange, 1962"
Cistus_salviifolius,Cistus_salviaefolius,47.5,Tmax,LT50,no_data,,41.744,2.464,580,Cistaceae,shrub,"Lange & Lange, 1962"
Cistus_salviifolius,Cistus_salviaefolius,48,Tmax,LT50,no_data,,41.744,2.464,800,Cistaceae,shrub,"Lange & Lange, 1962"
Cistus_salviifolius,Cistus_salviaefolius,48,Tmax,LT50,no_data,,41.744,2.464,1020,Cistaceae,shrub,"Lange & Lange, 1962"
Cistus_salviifolius,Cistus_salviaefolius,48.5,Tmax,LT50,no_data,,41.744,2.464,380,Cistaceae,shrub,"Lange & Lange, 1962"
Cistus_salviifolius,Cistus_salviaefolius,49.5,Tmax,LT50,no_data,,41.744,2.464,180,Cistaceae,shrub,"Lange & Lange, 1962"
Cistus_salviifolius,Cistus_salviaefolius,50,Tmax,LT50,no_data,,41.68,2.788,28,Cistaceae,shrub,"Lange & Lange, 1963"
Cistus_salviifolius,Cistus_salviaefolius,50,Tmax,LT50,no_data,,41.744,2.464,50,Cistaceae,shrub,"Lange & Lange, 1962"
Cistus_symphytifolius,Cistus_symphytifolius,45,Tmax,LT50,no_data,,28.3,-17,NA,Cistaceae,shrub,"Lösch, 1980"
Citrullus_colocynthis,Citrullus_colocynthis,45,Tmax,LT50,no_data,,20.7,-13,317,Cucurbitaceae,perennial_herb,"Lange, 1959"
Citrullus_colocynthis,Citrullus_colocynthis,46,Tmax,LT50,no_data,,41.68,2.788,28,Cucurbitaceae,perennial_herb,"Lange & Lange, 1963"
Citrullus_colocynthis,Citrullus_colocynthis,48,Tmax,LT50,no_data,,20.7,-13,317,Cucurbitaceae,perennial_herb,"Lange, 1959"
Citrullus_colocynthis,Citrullus_colocynthis,49,Tmax,LT50,no_data,,20.6,-13,261,Cucurbitaceae,perennial_herb,"Lange, 1959"
Citrullus_lanatus,Citrullus_vulgaris,45,Tmax,LT50,no_data,,41.68,2.788,28,Cucurbitaceae,perennial_herb,"Lange & Lange, 1963"
Citrus_sp.,Citrus_trif._Sprosse,-22,Tmin,LT100,y,seasonal variation in the wild,45.883,10.8333,70,Rutaceae,tree,"Larcher, 1954"
Citrus_sp.,Citrus_trif._Sprosse,-16,Tmin,LT100,n,seasonal variation in the wild,45.883,10.8333,70,Rutaceae,tree,"Larcher, 1954"
Clematis_microphylla,Clematis_linearifolia,58.51,Tmax,Tmax,y,seasonal variation in the wild,-30.24,115.06,5,Ranunculaceae,shrub,"O’sullivan et al., 2017"
Clematis_recta,Clematis_recta,51,Tmax,LT50,no_data,,41.68,2.788,28,Ranunculaceae,shrub,"Lange & Lange, 1963"
Clethra_cuneata,Clethra_cuneata,53.37,Tmax,Tmax,y,seasonal variation in the wild,-13.19,-71.59,3000,Clethraceae,shrub,"O’sullivan et al., 2017"
Clusia_alata,Clusia_alata,49.15,Tmax,Tmax,y,seasonal variation in the wild,-13.19,-71.59,3000,Clusiaceae,shrub,"O’sullivan et al., 2017"
Clusia_sphaerocarpa,Clusia_flaviflora,56.32,Tmax,Tmax,y,seasonal variation in the wild,-13.19,-71.59,3000,Clusiaceae,shrub,"O’sullivan et al., 2017"
Cochlearia_groenlandica,Cochlearia_gr_nlandica,-5.5,Tmin,LT50,no_data,,69.25,-53.55,33,Brassicaceae,annual_herb,"Biebl, 1967"
Cochlearia_groenlandica,Cochlearia_gr_nlandica,45,Tmax,LT50,no_data,,69.25,-53.55,33,Brassicaceae,annual_herb,"Biebl, 1967"
Codiaeum_variegatum,Codiaeum_variegatum,-2.6,Tmin,LT50,no_data,,18.3,-66.5,NA,Euphorbiaceae,shrub,"Biebl, 1964"
Codiaeum_variegatum,Codiaeum_variegatum,57,Tmax,LT50,no_data,,18.3,-66.5,NA,Euphorbiaceae,shrub,"Biebl, 1964"
Coeloglossum_viride,Coeloglossum_viride,49.7,Tmax,LT50,no_data,,60.6,7.5,1248,Orchidaceae,perennial_herb,"Gauslaa, 1984"
Coespeletia_lutescens,Espeletia_lutescens,-10.5,Tmin,LT50,no_data,,8.87,-70.75,4200,Asteraceae,shrub,"Goldstein et al., 1985"
Coespeletia_moritziana,Espeletia_moritziana,-10.6,Tmin,LT50,no_data,,8.87,-70.75,4200,Asteraceae,shrub,"Goldstein et al., 1985"
Coespeletia_spicata,Espeletia_spicata,-10,Tmin,LT50,no_data,,8.87,-70.75,4200,Asteraceae,shrub,"Goldstein et al., 1985"
Coespeletia_thyrsiformis,Espeletia_marcana,-9.1,Tmin,LT50,no_data,,8.87,-70.75,3100,Asteraceae,shrub,"Goldstein et al., 1985"
Coespeletia_timotensis,Espeletia_timotensis,-11.9,Tmin,LT50,no_data,,8.867,-70.75,4200,Asteraceae,shrub,"Squeo et al., 1991"
Colobanthus_quitensis,Colobanthus_quitensis,-15,Tmin,LT50,y,laboratory acclimation,-62.229,-58.7666,NA,Caryophyllaceae,cushion,"Gianoli et al., 2004"
Colobanthus_quitensis,Colobanthus_quitensis,-10,Tmin,LT50,y,laboratory acclimation,-33.37,-70.35,2600,Caryophyllaceae,cushion,"Gianoli et al., 2004"
Colobanthus_quitensis,Colobanthus_quitensis,-7,Tmin,LT50,n,laboratory acclimation,-62.229,-58.7666,NA,Caryophyllaceae,cushion,"Gianoli et al., 2004"
Colobanthus_quitensis,Colobanthus_quitensis,-7,Tmin,LT50,n,laboratory acclimation,-33.37,-70.35,2600,Caryophyllaceae,cushion,"Gianoli et al., 2004"
Colobanthus_quitensis,Colobanthus_quitensis,-5.8,Tmin,LT50,y,laboratory acclimation,-62.229,-58.7666,NA,Caryophyllaceae,cushion,"Bravo et al., 2001"
Colobanthus_quitensis,Colobanthus_quitensis,-4.8,Tmin,LT50,n,laboratory acclimation,-62.229,-58.7666,NA,Caryophyllaceae,cushion,"Bravo et al., 2001"
Comarum_palustre,Potentilla_palustris,47.6,Tmax,LT50,no_data,,60.6,7.5,1248,Rosaceae,shrub,"Gauslaa, 1984"
Commelina_africana,Commelina_africana,47,Tmax,LT50,no_data,,5.35,-4.14,63,Commelinaceae,perennial_herb,"Lange, 1959"
Commersonia_magniflora,Commensonia_magniflora,51.8,Tmax,T50,no_data,,-32.46,137.74,14,Malvaceae,shrub,"Curtis, 2017"
Coniogramme_intermedia,Coniogramme_intermedia,0,Tmin,LT50,no_data,,43.25,142.65,NA,Pteridaceae,perennial_herb,"Sato, 1982"
Conocarpus_erectus,Conocarpus_erecta,-3,Tmin,LT50,no_data,,18.3,-66.5,NA,Combretaceae,shrub,"Biebl, 1964"
Conocarpus_erectus,Conocarpus_erecta,54,Tmax,LT50,no_data,,18.3,-66.5,NA,Combretaceae,shrub,"Biebl, 1964"
Convolvulus_althaeoides,Convolvulus_althaeoides,47,Tmax,LT50,no_data,,41.68,2.788,28,Convolvulaceae,perennial_herb,"Lange & Lange, 1963"
Coprosma_divergens,Coprosoma_divergens,-5,Tmin,FR,no_data,,-5.8,144,3400,Rubiaceae,shrub,"Sakai & Larcher, 1987"
Coprosma_lucida,Coprosma_lucida,-8,Tmin,FR,y,laboratory acclimation,-42.7,171,90,Rubiaceae,shrub,"Sakai & Wardle, 1978"
Coprosma_perpusilla,Coprosma_perpusilla,-9.3,Tmin,LT50,no_data,,-45.41805556,170.0913889,1240,Rubiaceae,shrub,"Bannister et al., 2005"
Corchorus_depressus,Corchorus_antichorus,51,Tmax,LT50,no_data,,20.6,-13,261,Malvaceae,annual_herb,"Lange, 1959"
Cordia_borinquensis,Cordia_borinquensis,2.5,Tmin,LT50,no_data,,18.3,-66.5,NA,Boraginaceae,tree,"Biebl, 1964"
Cordia_borinquensis,Cordia_borinquensis,47,Tmax,LT50,no_data,,18.3,-66.5,NA,Boraginaceae,tree,"Biebl, 1964"
Cornopteris_crenulatoserrulata,Cornopteris_crenulatoserrulata,0,Tmin,LT50,no_data,,43.25,142.65,NA,Athyriaceae,perennial_herb,"Sato, 1982"
Corydalis_solida,Corydalis_solida,45.3,Tmax,LT50,no_data,,59.67,10.78,105,Papaveraceae,perennial_herb,"Gauslaa, 1984"
Corylus_cornuta,Corylus_cornuta,55.95,Tmax,Tmax,y,seasonal variation in the wild,47.96,-91.75,420,Betulaceae,shrub,"O’sullivan et al., 2017"
Corymbia_terminalis,Corymbia_terminalis,46.02,Tmax,T50,n,seasonal variation in the wild,-22.28,133.25,606,Myrtaceae,tree,"Zhu et al., 2018"
Corymbia_terminalis,Corymbia_terminalis,51.98,Tmax,T50,y,seasonal variation in the wild,-22.28,133.25,606,Myrtaceae,tree,"Zhu et al., 2018"
Cotoneaster_integerrimus,Cotoneaster_integerrimus,50.3,Tmax,LT50,no_data,,59.67,10.78,105,Rosaceae,shrub,"Gauslaa, 1984"
Cranfillia_fluviatilis,Blechnum_fluviatile,-2.5,Tmin,no data,no_data,,-41.87,172.96,NA,Blechnaceae,perennial_herb,"Ross Graham unpublished data, referenced in: (Bannister, 2007)"
Cratystylis_conocephala,Cratystylis_conocephala,52.7,Tmax,T50,no_data,,-32.46,137.74,14,Asteraceae,shrub,"Curtis, 2017"
Croton_poecilanthus,Croton_poecilanthus,-2,Tmin,LT50,no_data,,18.3,-66.5,NA,Euphorbiaceae,tree,"Biebl, 1964"
Croton_poecilanthus,Croton_poecilanthus,44.5,Tmax,LT50,no_data,,18.3,-66.5,NA,Euphorbiaceae,tree,"Biebl, 1964"
Cryptocarya_mackinnoniana,Cryptocarya_mackinnoniana,45.97,Tmax,T50,n,seasonal variation in the wild,-17.117,145.633,712,Lauraceae,tree,"Zhu et al., 2018"
Cryptocarya_mackinnoniana,Cryptocarya_mackinnoniana,48.55,Tmax,T50,y,seasonal variation in the wild,-17.117,145.633,712,Lauraceae,tree,"Zhu et al., 2018"
Cryptocarya_mackinnoniana,Cryptocarya_mackinnoniana,49.66,Tmax,T50,y,seasonal variation in the wild,-17,145.27,567,Lauraceae,tree,"Zhu et al., 2018"
Cryptocarya_mackinnoniana,Crytocarya_mackinnoniana,58.14,Tmax,Tmax,y,seasonal variation in the wild,-17.12,145.63,728,Lauraceae,tree,"O’sullivan et al., 2017"
Cryptocarya_mackinnoniana,Cryptocarya_mackinnoniana,62.57,Tmax,Tmax,y,seasonal variation in the wild,-16.1,145.45,90,Lauraceae,tree,"O’sullivan et al., 2017"
Cucumis_melo,Cucumis_melo,47,Tmax,LT50,no_data,,41.68,2.788,28,Cucurbitaceae,annual_herb,"Lange & Lange, 1963"
Cucumis_melo_subsp._agrestis,Cucumis_melo_var._agrestis,46,Tmax,LT50,no_data,,41.68,2.788,28,Cucurbitaceae,annual_herb,"Lange & Lange, 1963"
Cucumis_melo_subsp._agrestis,Cucumis_melo_var._agrestis,48,Tmax,LT50,no_data,,20.6,-13,261,Cucurbitaceae,annual_herb,"Lange, 1959"
Cucumis_prophetarum,Cucumis_prophetarum,46,Tmax,LT50,no_data,,20.6,-13,261,Cucurbitaceae,perennial_herb,"Lange, 1959"
Culcasia_angolensis,Culcasia_angolensis,52,Tmax,LT50,no_data,,5.35,-4.14,63,Araceae,perennial_herb,"Lange, 1959"
Cupressus_sempervirens,Cupressus_sempervirens,-18,Tmin,LT100,y,seasonal variation in the wild,45.883,10.8333,70,Cupressaceae,tree,"Larcher, 1954"
Cupressus_sempervirens,Cupressus_semperv.,-9,Tmin,LT100,n,seasonal variation in the wild,45.883,10.8333,70,Cupressaceae,tree,"Larcher, 1954"
Cyathea_borinquena,Alsophila_borinquena,0,Tmin,LT50,no_data,,18.3,-66.5,NA,Cyatheaceae,perennial_herb,"Biebl, 1964"
Cyathea_borinquena,Alsophila_borinquena,47,Tmax,LT50,no_data,,18.3,-66.5,NA,Cyatheaceae,perennial_herb,"Biebl, 1964"
Cyclobalanopsis_hefleriana,Cyclobalanopsis_heferiana,49.8,Tmax,Tmax,no_data,,23.68,101.98,770,Fagaceae,tree,"Zhang et al., 2012"
Cyclolejeunea_convexistipa,Cyclolejeunea_convexistipa,-3.5,Tmin,LT50,no_data,,18.3,-66.5,NA,Lejeuneaceae,bryophyte,"Biebl, 1964"
Cyclolejeunea_convexistipa,Cyclolejeunea_convexistipa,33.5,Tmax,LT50,no_data,,18.3,-66.5,NA,Lejeuneaceae,bryophyte,"Biebl, 1964"
Cylindropuntia_acanthocarpa,Opuntia_acanthocarpa,53.9,Tmax,LT50,n,laboratory acclimation,33.65,-116.37,220,Cactaceae,shrub,"Smith et al., 1984"
Cylindropuntia_acanthocarpa,Opuntia_acanthocarpa,60,Tmax,LT50,y,laboratory acclimation,33.65,-116.37,220,Cactaceae,shrub,"Smith et al., 1984"
Cylindropuntia_bigelovii,Opuntia_bigelovii,-7.3,Tmin,LT50,y,laboratory acclimation,33.63,-116.4,656,Cactaceae,shrub,"Nobel, 1982"
Cylindropuntia_ramosissima,Opuntia_ramosissima,-4.4,Tmin,LT50,y,laboratory acclimation,33.65,-116.383,293,Cactaceae,shrub,"Nobel, 1982"
Cylindropuntia_ramosissima,Opuntia_ramosissima,54.6,Tmax,LT50,n,laboratory acclimation,33.65,-116.37,220,Cactaceae,shrub,"Smith et al., 1984"
Cylindropuntia_ramosissima,Opuntia_ramosissima,62.5,Tmax,LT50,y,laboratory acclimation,33.65,-116.37,220,Cactaceae,shrub,"Smith et al., 1984"
Cymbopogon_obtectus,Cymbopogon_obtectus,50.9,Tmax,T50,no_data,,-32.46,137.74,14,Poaceae,perennial_herb,"Curtis, 2017"
Cyrtomium_falcatum,Cyrtomium_falcatum,-12.5,Tmin,LT50,no_data,,43.25,142.65,NA,Dryopteridaceae,perennial_herb,"Sato, 1982"
Cystopteris_fragilis,Cystopteris_fragilis,-12,Tmin,FT,y,seasonal variation in the wild,51.5,10,263,Cystopteridaceae,perennial_herb,"Kappen, 1964"
Cystopteris_fragilis,Cystopteris_fragilis,-4,Tmin,FT,n,seasonal variation in the wild,51.5,10,263,Cystopteridaceae,perennial_herb,"Kappen, 1964"
Cystopteris_fragilis,Cystopteris_fragilis,0,Tmin,LT50,no_data,,43.25,142.65,NA,Cystopteridaceae,perennial_herb,"Sato, 1982"
Dacrycarpus_compactus,Dacrycarpus_compactus,-4,Tmin,FR,no_data,,-5.8,144,3600,Podocarpaceae,tree,"Sakai & Larcher, 1987"
Dacrycarpus_dacrydioides,Dacrycarpus_dacrydioides,-7,Tmin,FR,y,laboratory acclimation,-42.7,171,30,Podocarpaceae,tree,"Sakai & Wardle, 1978"
Dacrydium_cupressinum,Dacrydium_cupressinum,-8,Tmin,FR,y,laboratory acclimation,-42.7,171,90,Podocarpaceae,tree,"Sakai & Wardle, 1978"
Danesa_brevifolia,Danesa_brevifolia,62.57,Tmax,Tmax,y,seasonal variation in the wild,-34.04,140.67,35,Crassulaceae,shrub,"O’sullivan et al., 2017"
Daphnandra_repandula,Daphnandra_repandula,47.39,Tmax,T50,n,seasonal variation in the wild,-17.117,145.633,712,Atherospermataceae,shrub,"Zhu et al., 2018"
Daphnandra_repandula,Daphnandra_repandula,48.72,Tmax,T50,y,seasonal variation in the wild,-17.117,145.633,712,Atherospermataceae,shrub,"Zhu et al., 2018"
Daphnandra_repandula,daphnandra_repandula,56.07,Tmax,Tmax,y,seasonal variation in the wild,-17.12,145.63,728,Atherospermataceae,shrub,"O’sullivan et al., 2017"
Daphne_gnidium,Daphne_gnidium,48,Tmax,LT50,no_data,,41.68,2.788,28,Thymelaeaceae,shrub,"Lange & Lange, 1963"
Daphne_gnidium,Daphne_gnidium,48,Tmax,LT50,no_data,,28.3,-17,NA,Thymelaeaceae,shrub,"Lösch, 1980"
Dendrolobium_triangulare,Dendrolobium_triangulare,52.7,Tmax,Tmax,no_data,,23.68,101.98,770,Fabaceae,shrub,"Zhang et al., 2012"
Denmoza_rhodacantha,Denmoza_rhodacantha,-10.4,Tmin,LT50,y,laboratory acclimation,-32.43,-69.02,2698,Cactaceae,shrub,"Nobel, 1982"
Dennstaedtia_hirsuta,Dennstaedtia_hirsuta,0,Tmin,LT50,no_data,,43.25,142.65,NA,Dennstaedtiaceae,perennial_herb,"Sato, 1982"
Deparia_pterorachis,Lunathyrium_pterorachis,0,Tmin,LT50,no_data,,43.25,142.65,NA,Athyriaceae,perennial_herb,"Sato, 1982"
Deparia_pycnosora,Lunathyrium_pycnosorum,0,Tmin,LT50,no_data,,43.25,142.65,NA,Athyriaceae,perennial_herb,"Sato, 1982"
Deschampsia_antarctica,Deschampsia_antarctica,-26.6,Tmin,LT50,y,laboratory acclimation,-62.655,-60.065,NA,Poaceae,perennial_herb,"Bravo et al., 2001"
Deschampsia_antarctica,Deschampsia_antarctica,-12,Tmin,LT50,n,laboratory acclimation,-62.655,-60.065,NA,Poaceae,perennial_herb,"Bravo et al., 2001"
