record_species,record,order,family1,genus1,species1,family2,genus2,species2,family3,genus_species,genus3,species3,stage,n_numb,n_cat,n_comment,raw_ctm1,raw_ctm2,acclim,acclim_time,acclim_time_life_120,log_acclim_time,acclim_temp,safety,heating_rate,photoperiod,ep1,ep1_descrip,ep2,elevation,log_elevation,locality,geog_cat,abs_lat,log_abs_lat,latitude,longitude,source,comments,year,citation,reference,range,log_range,introduced,elev_min,elev_max,svl,log_svl,habitat,tmxslope,bioclim5,iucn_2014,iucn_2104risk
370_Litoria ewingii,370,Anura,Hylidae,Hyla,ewingi,Hylidae,Litoria,ewingi,Hylidae,Litoria ewingii,Litoria,ewingii,Adult,2,A,Given,32.7,36,Y,14,14,1.18,5,8.7,1,24:0,L,Loss of righting response,S,305,2.48,"Gosford, New South Wales",Subtropical,33.425,1.524,-33.425,151.342,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",480312,5.68,Introduced,NA,1200,33,1.52,Aquatic & terrestrial,0.00705042,26.6,Not threatened,0
376_Litoria ewingii,376,Anura,Hylidae,Hyla,ewingi,Hylidae,Litoria,ewingi,Hylidae,Litoria ewingii,Litoria,ewingii,Adult,53,B,Given,34,36.1,Y,14,14,1.18,20,8,1,24:0,L,Loss of righting response,S,305,2.48,"Knox, Victoria",Subtropical,37.872,1.578,-37.872,145.245,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",480312,5.68,Introduced,NA,1200,33,1.52,Aquatic & terrestrial,0.017584634,26.2,Not threatened,0
368_Litoria ewingii,368,Anura,Hylidae,Hyla,ewingi,Hylidae,Litoria,ewingi,Hylidae,Litoria ewingii,Litoria,ewingii,Adult,8,A,Given,30.7,33.9,Y,14,14,1.18,5,7.1,1,24:0,L,Loss of righting response,S,1067,3.03,"Armidale, New South Wales",Subtropical,30.514,1.485,-30.514,151.667,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",480312,5.68,Introduced,NA,1200,33,1.52,Aquatic & terrestrial,0.016987195,26.1,Not threatened,0
369_Litoria ewingii,369,Anura,Hylidae,Hyla,ewingi,Hylidae,Litoria,ewingi,Hylidae,Litoria ewingii,Litoria,ewingii,Adult,8,A,Given,32.8,34.3,Y,14,14,1.18,25,6.1,1,24:0,L,Loss of righting response,S,1067,3.03,"Armidale, New South Wales",Subtropical,30.514,1.485,-30.514,151.667,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",480312,5.68,Introduced,NA,1200,33,1.52,Aquatic & terrestrial,0.016987195,26.1,Not threatened,0
387_Litoria fallax,387,Anura,Hylidae,Hyla,glauerti,Hylidae,Litoria,fallax,Hylidae,Litoria fallax,Litoria,fallax,Adult,12,B,Given,39,40.3,Y,14,14,1.18,10,10,1,24:0,L,Loss of righting response,S,30,1.48,"Townsville, Queensland",Tropical,19.258,1.285,-19.258,146.818,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",576165,5.76,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.010623449,31.6,Not threatened,0
385_Litoria fallax,385,Anura,Hylidae,Hyla,glauerti,Hylidae,Litoria,fallax,Hylidae,Litoria fallax,Litoria,fallax,Adult,27,B,Given,37.5,38.9,Y,14,14,1.18,10,8.9,1,24:0,L,Loss of righting response,S,305,2.48,"Tully, Queensland",Tropical,17.933,1.254,-17.933,145.924,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",576165,5.76,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.007543818,31.1,Not threatened,0
388_Litoria fallax,388,Anura,Hylidae,Hyla,glauerti,Hylidae,Litoria,fallax,Hylidae,Litoria fallax,Litoria,fallax,Adult,12,B,Given,39.6,40.6,Y,14,14,1.18,30,7.5,1,24:0,L,Loss of righting response,S,305,2.48,"Townsville, Queensland",Tropical,19.258,1.285,-19.258,146.818,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",576165,5.76,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.010623449,31.6,Not threatened,0
390_Litoria fallax,390,Anura,Hylidae,Hyla,glauerti,Hylidae,Litoria,fallax,Hylidae,Litoria fallax,Litoria,fallax,Adult,73,B,Given,34.6,35.9,Y,14,14,1.18,5,10.6,1,24:0,L,Loss of righting response,S,305,2.48,"Gosford, New South Wales",Subtropical,33.425,1.524,-33.425,151.342,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",576165,5.76,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.00705042,26.6,Not threatened,0
389_Litoria fallax,389,Anura,Hylidae,Hyla,glauerti,Hylidae,Litoria,fallax,Hylidae,Litoria fallax,Litoria,fallax,Adult,3,A,Given,37.1,38.2,Y,14,14,1.18,10,12.3,1,24:0,L,Loss of righting response,S,305,2.48,"Gosford, New South Wales",Subtropical,33.425,1.524,-33.425,151.342,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",576165,5.76,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.00705042,26.6,Not threatened,0
386_Litoria fallax,386,Anura,Hylidae,Hyla,glauerti,Hylidae,Litoria,fallax,Hylidae,Litoria fallax,Litoria,fallax,Adult,27,B,Given,41.6,41.7,Y,14,14,1.18,30,9.9,1,24:0,L,Loss of righting response,S,305,2.48,"Tully, Queensland",Tropical,17.933,1.254,-17.933,145.924,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",576165,5.76,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.007543818,31.1,Not threatened,0
391_Litoria fallax,391,Anura,Hylidae,Hyla,glauerti,Hylidae,Litoria,fallax,Hylidae,Litoria fallax,Litoria,fallax,Adult,73,B,Given,37.5,38.4,Y,14,14,1.18,25,10.4,1,24:0,L,Loss of righting response,S,305,2.48,"Gosford, New South Wales",Subtropical,33.425,1.524,-33.425,151.342,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",576165,5.76,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.00705042,26.6,Not threatened,0
361_Litoria freycineti,361,Anura,Hylidae,Hyla,freycineti,Hylidae,Litoria,freycineti,Hylidae,Litoria freycineti,Litoria,freycineti,Adult,2,A,Given,31.3,NA,Y,14,14,1.18,5,7.3,1,24:0,L,Loss of righting response,S,305,2.48,"Gosford, New South Wales",Subtropical,33.425,1.524,-33.425,151.342,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",58574,4.77,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.00705042,26.6,Threatened,1
401_Litoria gracilenta,401,Anura,Hylidae,Hyla,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,2,A,Given,38.3,NA,Y,14,14,1.18,30,6.3,1,24:0,L,Loss of righting response,S,305,2.48,"Cairns, Queensland",Tropical,16.92,1.228,-16.92,145.771,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.004460184,31.5,Not threatened,0
399_Litoria gracilenta,399,Anura,Hylidae,Hyla,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,32,B,Given,36.6,39,Y,14,14,1.18,10,9.7,1,24:0,L,Loss of righting response,S,305,2.48,"Atherton, Queensland",Tropical,17.267,1.237,-17.267,145.476,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.002578631,29.1,Not threatened,0
400_Litoria gracilenta,400,Anura,Hylidae,Hyla,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,32,B,Given,38.3,39.6,Y,14,14,1.18,30,8.3,1,24:0,L,Loss of righting response,S,305,2.48,"Atherton, Queensland",Tropical,17.267,1.237,-17.267,145.476,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.002578631,29.1,Not threatened,0
362_Litoria lesueuri,362,Anura,Hylidae,Hyla,lesueuri,Hylidae,Litoria,lesueuri,Hylidae,Litoria lesueuri,Litoria,lesueuri,Adult,10,B,Given,32.7,NA,Y,14,14,1.18,10,3.8,1,24:0,L,Loss of righting response,S,305,2.48,"Cairns, Queensland",Tropical,16.92,1.228,-16.92,145.771,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",766265,5.88,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.004460184,31.5,Not threatened,0
363_Litoria lesueuri,363,Anura,Hylidae,Hyla,lesueuri,Hylidae,Litoria,lesueuri,Hylidae,Litoria lesueuri,Litoria,lesueuri,Adult,10,B,Given,34.2,35.6,Y,14,14,1.18,30,2.2,1,24:0,L,Loss of righting response,S,305,2.48,"Cairns, Queensland",Tropical,16.92,1.228,-16.92,145.771,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",766265,5.88,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.004460184,31.5,Not threatened,0
364_Litoria lesueuri,364,Anura,Hylidae,Hyla,lesueuri,Hylidae,Litoria,lesueuri,Hylidae,Litoria lesueuri,Litoria,lesueuri,Adult,5,A,Given,31.5,34.1,Y,14,14,1.18,10,7.6,1,24:0,L,Loss of righting response,S,305,2.48,"Buchan, Victoria",Subtropical,37.496,1.574,-37.496,148.174,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",766265,5.88,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.019120848,25.5,Not threatened,0
366_Litoria lesueuri,366,Anura,Hylidae,Hyla,lesueuri,Hylidae,Litoria,lesueuri,Hylidae,Litoria lesueuri,Litoria,lesueuri,Adult,35,B,Given,30.3,32,Y,14,14,1.18,5,8.2,1,24:0,L,Loss of righting response,S,305,2.48,"Murrindal, Victoria",Subtropical,37.412,1.573,-37.412,148.206,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",766265,5.88,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.019120848,24.3,Not threatened,0
367_Litoria lesueuri,367,Anura,Hylidae,Hyla,lesueuri,Hylidae,Litoria,lesueuri,Hylidae,Litoria lesueuri,Litoria,lesueuri,Adult,35,B,Given,33.1,34.8,Y,14,14,1.18,25,7.9,1,24:0,L,Loss of righting response,S,305,2.48,"Murrindal, Victoria",Subtropical,37.412,1.573,-37.412,148.206,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",766265,5.88,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.019120848,24.3,Not threatened,0
365_Litoria lesueuri,365,Anura,Hylidae,Hyla,lesueuri,Hylidae,Litoria,lesueuri,Hylidae,Litoria lesueuri,Litoria,lesueuri,Adult,5,A,Given,34.5,NA,Y,14,14,1.18,25,8.3,1,24:0,L,Loss of righting response,S,305,2.48,"Buchan, Victoria",Subtropical,37.496,1.574,-37.496,148.174,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",766265,5.88,Not introduced,NA,NA,55,1.74,Aquatic & terrestrial,0.019120848,25.5,Not threatened,0
351_Litoria peronii,351,Anura,Hylidae,Hyla,peroni,Hylidae,Litoria,peronii,Hylidae,Litoria peronii,Litoria,peronii,Adult,38,B,Given,31,35.6,Y,14,14,1.18,5,7,1,24:0,L,Loss of righting response,S,305,2.48,"Gosford, New South Wales",Subtropical,33.425,1.524,-33.425,151.342,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",1026992,6.01,Not introduced,NA,NA,55,1.74,Arboreal,0.00705042,26.6,Not threatened,0
352_Litoria peronii,352,Anura,Hylidae,Hyla,peroni,Hylidae,Litoria,peronii,Hylidae,Litoria peronii,Litoria,peronii,Adult,38,B,Given,32.6,NA,Y,14,14,1.18,10,7.8,1,24:0,L,Loss of righting response,S,305,2.48,"Gosford, New South Wales",Subtropical,33.425,1.524,-33.425,151.342,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",1026992,6.01,Not introduced,NA,NA,55,1.74,Arboreal,0.00705042,26.6,Not threatened,0
356_Litoria peronii,356,Anura,Hylidae,Hyla,peroni,Hylidae,Litoria,peronii,Hylidae,Litoria peronii,Litoria,peronii,Adult,1,A,Given,35,38.1,Y,14,14,1.18,10,11.1,1,24:0,L,Loss of righting response,S,305,2.48,"Buchan, Victoria",Subtropical,37.496,1.574,-37.496,148.174,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",1026992,6.01,Not introduced,NA,NA,55,1.74,Arboreal,0.019120848,25.5,Not threatened,0
353_Litoria peronii,353,Anura,Hylidae,Hyla,peroni,Hylidae,Litoria,peronii,Hylidae,Litoria peronii,Litoria,peronii,Adult,38,B,Given,36.3,37.7,Y,14,14,1.18,25,9.2,1,24:0,L,Loss of righting response,S,305,2.48,"Gosford, New South Wales",Subtropical,33.425,1.524,-33.425,151.342,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",1026992,6.01,Not introduced,NA,NA,55,1.74,Arboreal,0.00705042,26.6,Not threatened,0
354_Litoria peronii,354,Anura,Hylidae,Hyla,peroni,Hylidae,Litoria,peronii,Hylidae,Litoria peronii,Litoria,peronii,Adult,4,A,Given,33,35.5,Y,14,14,1.18,5,9.4,1,24:0,L,Loss of righting response,S,731,2.86,"Armidale, New South Wales",Subtropical,30.514,1.485,-30.514,151.667,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",1026992,6.01,Not introduced,NA,NA,55,1.74,Arboreal,0.016987195,26.1,Not threatened,0
355_Litoria peronii,355,Anura,Hylidae,Hyla,peroni,Hylidae,Litoria,peronii,Hylidae,Litoria peronii,Litoria,peronii,Adult,4,A,Given,36.2,37.7,Y,14,14,1.18,25,9.5,1,24:0,L,Loss of righting response,S,731,2.86,"Armidale, New South Wales",Subtropical,30.514,1.485,-30.514,151.667,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",1026992,6.01,Not introduced,NA,NA,55,1.74,Arboreal,0.016987195,26.1,Not threatened,0
404_Litoria phyllochroa,404,Anura,Hylidae,Hyla,phyllochroa,Hylidae,Litoria,phyllochroa,Hylidae,Litoria phyllochroa,Litoria,phyllochroa,Adult,3,A,Given,29.5,NA,Y,14,14,1.18,5,5.5,1,24:0,L,Loss of righting response,S,305,2.48,"Gosford, New South Wales",Subtropical,33.425,1.524,-33.425,151.342,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",175732,5.24,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.00705042,26.6,Not threatened,0
407_Litoria phyllochroa,407,Anura,Hylidae,Hyla,phyllochroa,Hylidae,Litoria,phyllochroa,Hylidae,Litoria phyllochroa,Litoria,phyllochroa,Adult,1,A,Given,30,NA,Y,14,14,1.18,10,6.1,1,24:0,L,Loss of righting response,S,305,2.48,"Buchan, Victoria",Subtropical,37.496,1.574,-37.496,148.174,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",175732,5.24,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.019120848,25.5,Not threatened,0
405_Litoria phyllochroa,405,Anura,Hylidae,Hyla,phyllochroa,Hylidae,Litoria,phyllochroa,Hylidae,Litoria phyllochroa,Litoria,phyllochroa,Adult,26,B,Given,29.7,34.3,Y,14,14,1.18,5,7.6,1,24:0,L,Loss of righting response,S,305,2.48,"Murrindal, Victoria",Subtropical,37.412,1.573,-37.412,148.206,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",175732,5.24,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.019120848,24.3,Not threatened,0
406_Litoria phyllochroa,406,Anura,Hylidae,Hyla,phyllochroa,Hylidae,Litoria,phyllochroa,Hylidae,Litoria phyllochroa,Litoria,phyllochroa,Adult,26,B,Given,31.4,35,Y,14,14,1.18,20,7,1,24:0,L,Loss of righting response,S,305,2.48,"Murrindal, Victoria",Subtropical,37.412,1.573,-37.412,148.206,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",175732,5.24,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.019120848,24.3,Not threatened,0
359_Litoria rothii,359,Anura,Hylidae,Hyla,rothi,Hylidae,Litoria,rothii,Hylidae,Litoria rothii,Litoria,rothii,Adult,25,B,Given,31.9,34.5,Y,14,14,1.18,10,3.3,1,24:0,L,Loss of righting response,S,305,2.48,"Tully, Queensland",Tropical,17.933,1.254,-17.933,145.924,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",1302850,6.11,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.007543818,31.1,Not threatened,0
357_Litoria rothii,357,Anura,Hylidae,Hyla,rothi,Hylidae,Litoria,rothii,Hylidae,Litoria rothii,Litoria,rothii,Adult,9,A,Given,36.2,37.5,Y,14,14,1.18,10,6.9,1,24:0,L,Loss of righting response,S,305,2.48,"Bowen, Queensland",Tropical,20.012,1.301,-20.012,148.246,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",1302850,6.11,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.011652661,31.9,Not threatened,0
358_Litoria rothii,358,Anura,Hylidae,Hyla,rothi,Hylidae,Litoria,rothii,Hylidae,Litoria rothii,Litoria,rothii,Adult,9,A,Given,38.9,39.9,Y,14,14,1.18,30,6.5,1,24:0,L,Loss of righting response,S,305,2.48,"Bowen, Queensland",Tropical,20.012,1.301,-20.012,148.246,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",1302850,6.11,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.011652661,31.9,Not threatened,0
360_Litoria rothii,360,Anura,Hylidae,Hyla,rothi,Hylidae,Litoria,rothii,Hylidae,Litoria rothii,Litoria,rothii,Adult,25,B,Given,39.4,40.1,Y,14,14,1.18,30,7.7,1,24:0,L,Loss of righting response,S,305,2.48,"Tully, Queensland",Tropical,17.933,1.254,-17.933,145.924,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",1302850,6.11,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.007543818,31.1,Not threatened,0
344_Litoria rubella,344,Anura,Hylidae,Hyla,rubella,Hylidae,Litoria,rubella,Hylidae,Litoria rubella,Litoria,rubella,Adult,24,B,Given,35.9,37.6,Y,14,14,1.18,10,6.6,1,24:0,L,Loss of righting response,S,305,2.48,"Bowen, Queensland",Tropical,20.012,1.301,-20.012,148.246,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",4776229,6.68,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.011652661,31.9,Not threatened,0
348_Litoria rubella,348,Anura,Hylidae,Hyla,rubella,Hylidae,Litoria,rubella,Hylidae,Litoria rubella,Litoria,rubella,Adult,18,B,Given,35.8,37.6,Y,14,14,1.18,10,6.8,1,24:0,L,Loss of righting response,S,305,2.48,"Townsville, Queensland",Tropical,19.258,1.285,-19.258,146.818,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",4776229,6.68,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.010623449,31.6,Not threatened,0
346_Litoria rubella,346,Anura,Hylidae,Hyla,rubella,Hylidae,Litoria,rubella,Hylidae,Litoria rubella,Litoria,rubella,Adult,37,B,Given,35.7,37.3,Y,14,14,1.18,10,7.1,1,24:0,L,Loss of righting response,S,305,2.48,"Tully, Queensland",Tropical,17.933,1.254,-17.933,145.924,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",4776229,6.68,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.007543818,31.1,Not threatened,0
345_Litoria rubella,345,Anura,Hylidae,Hyla,rubella,Hylidae,Litoria,rubella,Hylidae,Litoria rubella,Litoria,rubella,Adult,24,B,Given,39.5,40.6,Y,14,14,1.18,30,7.1,1,24:0,L,Loss of righting response,S,305,2.48,"Bowen, Queensland",Tropical,20.012,1.301,-20.012,148.246,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",4776229,6.68,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.011652661,31.9,Not threatened,0
347_Litoria rubella,347,Anura,Hylidae,Hyla,rubella,Hylidae,Litoria,rubella,Hylidae,Litoria rubella,Litoria,rubella,Adult,37,B,Given,38.7,39.4,Y,14,14,1.18,30,7,1,24:0,L,Loss of righting response,S,305,2.48,"Tully, Queensland",Tropical,17.933,1.254,-17.933,145.924,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",4776229,6.68,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.007543818,31.1,Not threatened,0
349_Litoria rubella,349,Anura,Hylidae,Hyla,rubella,Hylidae,Litoria,rubella,Hylidae,Litoria rubella,Litoria,rubella,Adult,18,B,Given,39.3,40.8,Y,14,14,1.18,30,7.2,1,24:0,L,Loss of righting response,S,305,2.48,"Townsville, Queensland",Tropical,19.258,1.285,-19.258,146.818,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",4776229,6.68,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.010623449,31.6,Not threatened,0
350_Litoria rubella,350,Anura,Hylidae,Hyla,rubella,Hylidae,Litoria,rubella,Hylidae,Litoria rubella,Litoria,rubella,Adult,2,A,Given,41.6,NA,Y,14,14,1.18,30,11.6,1,24:0,L,Loss of righting response,S,731,2.86,"Atherton, Queensland",Tropical,17.267,1.237,-17.267,145.476,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",4776229,6.68,Not introduced,50,1000,33,1.52,Aquatic & terrestrial,0.002578631,29.1,Not threatened,0
377_Litoria verreauxii,377,Anura,Hylidae,Hyla,verreauxi,Hylidae,Litoria,verreauxi,Hylidae,Litoria verreauxii,Litoria,verreauxii,Adult,1,A,Given,32,33.3,Y,14,14,1.18,10,8.1,1,24:0,L,Loss of righting response,S,305,2.48,"Buchan, Victoria",Subtropical,37.496,1.574,-37.496,148.174,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",236174,5.37,Not introduced,1200,1600,33,1.52,Aquatic & terrestrial,0.019120848,25.5,Not threatened,0
381_Litoria verreauxii,381,Anura,Hylidae,Hyla,alpina,Hylidae,Litoria,verreauxi,Hylidae,Litoria verreauxii,Litoria,verreauxii,Adult,4,A,Given,29,31.2,Y,14,14,1.18,5,11,1,24:0,L,Loss of righting response,S,930,2.97,"Mt. Baw Baw, Victoria",Subtropical,37.833,1.578,-37.833,146.267,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",236174,5.37,Not introduced,1200,1600,33,1.52,Aquatic & terrestrial,0.011807923,19.5,Not threatened,0
382_Litoria verreauxii,382,Anura,Hylidae,Hyla,alpina,Hylidae,Litoria,verreauxi,Hylidae,Litoria verreauxii,Litoria,verreauxii,Adult,4,A,Given,32.2,35.1,Y,14,14,1.18,25,11.1,1,24:0,L,Loss of righting response,S,930,2.97,"Mt. Baw Baw, Victoria",Subtropical,37.833,1.578,-37.833,146.267,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",236174,5.37,Not introduced,1200,1600,33,1.52,Aquatic & terrestrial,0.011807923,19.5,Not threatened,0
380_Litoria verreauxii,380,Anura,Hylidae,Hyla,alpina,Hylidae,Litoria,verreauxi,Hylidae,Litoria verreauxii,Litoria,verreauxii,Adult,3,A,Given,32.2,33.7,Y,14,14,1.18,17,8.9,1,24:0,L,Loss of righting response,S,1768,3.25,"Snowy Mountains, New South Wales",Subtropical,36.314,1.56,-36.314,148.646,Field,NA,1970,Brattstrom 1970,"Brattstrom, B. H. 1970. Thermal acclimation in Australian amphibians. Comparative Biochemistry and Physiology 35:69-103.",236174,5.37,Not introduced,1200,1600,33,1.52,Aquatic & terrestrial,0.021871549,23.5,Not threatened,0
